base_date,base_time,target_date,target_time,city,city_x,city_y,forecast_temp
2021-06-29,11:00:00,2021-07-01,09:00:00,gyeongnam,91,77,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,incheon,55,124,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,jeju,52,38,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,jeonbuk,63,89,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,jeonnam,51,67,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,sejong,66,103,24.0
2021-06-29,11:00:00,2021-07-01,09:00:00,seoul,60,127,25.0
2021-06-29,11:00:00,2021-07-01,09:00:00,ulsan,102,84,25.0
2021-06-29,11:00:00,2021-07-01,12:00:00,busan,98,76,27.0
2021-06-29,11:00:00,2021-07-01,12:00:00,chungbuk,69,107,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,chungnam,68,100,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,daegu,89,90,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,daejeon,67,100,29.0
2021-06-29,11:00:00,2021-07-01,12:00:00,gangwon,73,134,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,gwangju,58,74,29.0
2021-06-29,11:00:00,2021-07-01,12:00:00,gyeongbuk,89,91,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,gyeonggi,60,120,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,gyeongnam,91,77,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,incheon,55,124,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,jeju,52,38,26.0
2021-06-29,11:00:00,2021-07-01,12:00:00,jeonbuk,63,89,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,jeonnam,51,67,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,sejong,66,103,28.0
2021-06-29,11:00:00,2021-07-01,12:00:00,seoul,60,127,29.0
2021-06-29,11:00:00,2021-07-01,12:00:00,ulsan,102,84,27.0
2021-06-29,11:00:00,2021-07-01,15:00:00,busan,98,76,27.0
2021-06-29,11:00:00,2021-07-01,15:00:00,chungbuk,69,107,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,chungnam,68,100,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,daegu,89,90,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,daejeon,67,100,31.0
2021-06-29,11:00:00,2021-07-01,15:00:00,gangwon,73,134,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,gwangju,58,74,31.0
2021-06-29,11:00:00,2021-07-01,15:00:00,gyeongbuk,89,91,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,gyeonggi,60,120,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,gyeongnam,91,77,29.0
2021-06-29,11:00:00,2021-07-01,15:00:00,incheon,55,124,29.0
2021-06-29,11:00:00,2021-07-01,15:00:00,jeju,52,38,26.0
2021-06-29,11:00:00,2021-07-01,15:00:00,jeonbuk,63,89,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,jeonnam,51,67,29.0
2021-06-29,11:00:00,2021-07-01,15:00:00,sejong,66,103,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,seoul,60,127,30.0
2021-06-29,11:00:00,2021-07-01,15:00:00,ulsan,102,84,27.0
2021-06-29,11:00:00,2021-07-01,18:00:00,busan,98,76,25.0
2021-06-29,11:00:00,2021-07-01,18:00:00,chungbuk,69,107,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,chungnam,68,100,30.0
2021-06-29,11:00:00,2021-07-01,18:00:00,daegu,89,90,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,daejeon,67,100,30.0
2021-06-29,11:00:00,2021-07-01,18:00:00,gangwon,73,134,29.0
2021-06-29,11:00:00,2021-07-01,18:00:00,gwangju,58,74,29.0
2021-06-29,11:00:00,2021-07-01,18:00:00,gyeongbuk,89,91,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,gyeonggi,60,120,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,gyeongnam,91,77,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,incheon,55,124,27.0
2021-06-29,11:00:00,2021-07-01,18:00:00,jeju,52,38,26.0
2021-06-29,11:00:00,2021-07-01,18:00:00,jeonbuk,63,89,28.0
2021-06-29,11:00:00,2021-07-01,18:00:00,jeonnam,51,67,27.0
2021-06-29,11:00:00,2021-07-01,18:00:00,sejong,66,103,29.0
2021-06-29,11:00:00,2021-07-01,18:00:00,seoul,60,127,29.0
2021-06-29,11:00:00,2021-07-01,18:00:00,ulsan,102,84,25.0
2021-06-29,11:00:00,2021-07-01,21:00:00,busan,98,76,23.0
2021-06-29,11:00:00,2021-07-01,21:00:00,chungbuk,69,107,25.0
2021-06-29,11:00:00,2021-07-01,21:00:00,chungnam,68,100,26.0
2021-06-29,11:00:00,2021-07-01,21:00:00,daegu,89,90,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,daejeon,67,100,27.0
2021-06-29,11:00:00,2021-07-01,21:00:00,gangwon,73,134,25.0
2021-06-29,11:00:00,2021-07-01,21:00:00,gwangju,58,74,26.0
2021-06-29,11:00:00,2021-07-01,21:00:00,gyeongbuk,89,91,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,gyeonggi,60,120,25.0
2021-06-29,11:00:00,2021-07-01,21:00:00,gyeongnam,91,77,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,incheon,55,124,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,jeju,52,38,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,jeonbuk,63,89,26.0
2021-06-29,11:00:00,2021-07-01,21:00:00,jeonnam,51,67,24.0
2021-06-29,11:00:00,2021-07-01,21:00:00,sejong,66,103,26.0
2021-06-29,11:00:00,2021-07-01,21:00:00,seoul,60,127,26.0
2021-06-29,11:00:00,2021-07-01,21:00:00,ulsan,102,84,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,busan,98,76,22.0
2021-06-29,11:00:00,2021-07-02,00:00:00,chungbuk,69,107,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,chungnam,68,100,24.0
2021-06-29,11:00:00,2021-07-02,00:00:00,daegu,89,90,22.0
2021-06-29,11:00:00,2021-07-02,00:00:00,daejeon,67,100,25.0
2021-06-29,11:00:00,2021-07-02,00:00:00,gangwon,73,134,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,gwangju,58,74,24.0
2021-06-29,11:00:00,2021-07-02,00:00:00,gyeongbuk,89,91,22.0
2021-06-29,11:00:00,2021-07-02,00:00:00,gyeonggi,60,120,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,gyeongnam,91,77,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,incheon,55,124,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,jeju,52,38,24.0
2021-06-29,11:00:00,2021-07-02,00:00:00,jeonbuk,63,89,24.0
2021-06-29,11:00:00,2021-07-02,00:00:00,jeonnam,51,67,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,sejong,66,103,23.0
2021-06-29,11:00:00,2021-07-02,00:00:00,seoul,60,127,25.0
2021-06-29,11:00:00,2021-07-02,00:00:00,ulsan,102,84,23.0
