,base_date,base_time,target_date,target_time,city,city_x,city_y,forecast_temp
98,2021-06-25,17:00:00,2021-06-26,12:00:00,jeonnam,51,67,
99,2021-06-25,17:00:00,2021-06-26,12:00:00,sejong,66,103,
100,2021-06-25,17:00:00,2021-06-26,12:00:00,seoul,60,127,
101,2021-06-25,17:00:00,2021-06-26,12:00:00,ulsan,102,84,
102,2021-06-25,17:00:00,2021-06-26,15:00:00,busan,98,76,
103,2021-06-25,17:00:00,2021-06-26,15:00:00,chungbuk,69,107,
104,2021-06-25,17:00:00,2021-06-26,15:00:00,chungnam,68,100,
105,2021-06-25,17:00:00,2021-06-26,15:00:00,daegu,89,90,
106,2021-06-25,17:00:00,2021-06-26,15:00:00,daejeon,67,100,
107,2021-06-25,17:00:00,2021-06-26,15:00:00,gangwon,73,134,
108,2021-06-25,17:00:00,2021-06-26,15:00:00,gwangju,58,74,
109,2021-06-25,17:00:00,2021-06-26,15:00:00,gyeongbuk,89,91,
110,2021-06-25,17:00:00,2021-06-26,15:00:00,gyeonggi,60,120,
111,2021-06-25,17:00:00,2021-06-26,15:00:00,gyeongnam,91,77,
112,2021-06-25,17:00:00,2021-06-26,15:00:00,incheon,55,124,
113,2021-06-25,17:00:00,2021-06-26,15:00:00,jeju,52,38,
114,2021-06-25,17:00:00,2021-06-26,15:00:00,jeonbuk,63,89,
115,2021-06-25,17:00:00,2021-06-26,15:00:00,jeonnam,51,67,
116,2021-06-25,17:00:00,2021-06-26,15:00:00,sejong,66,103,
117,2021-06-25,17:00:00,2021-06-26,15:00:00,seoul,60,127,
118,2021-06-25,17:00:00,2021-06-26,15:00:00,ulsan,102,84,
119,2021-06-25,17:00:00,2021-06-26,18:00:00,busan,98,76,
120,2021-06-25,17:00:00,2021-06-26,18:00:00,chungbuk,69,107,
121,2021-06-25,17:00:00,2021-06-26,18:00:00,chungnam,68,100,
122,2021-06-25,17:00:00,2021-06-26,18:00:00,daegu,89,90,
123,2021-06-25,17:00:00,2021-06-26,18:00:00,daejeon,67,100,
124,2021-06-25,17:00:00,2021-06-26,18:00:00,gangwon,73,134,
125,2021-06-25,17:00:00,2021-06-26,18:00:00,gwangju,58,74,
126,2021-06-25,17:00:00,2021-06-26,18:00:00,gyeongbuk,89,91,
127,2021-06-25,17:00:00,2021-06-26,18:00:00,gyeonggi,60,120,
128,2021-06-25,17:00:00,2021-06-26,18:00:00,gyeongnam,91,77,
129,2021-06-25,17:00:00,2021-06-26,18:00:00,incheon,55,124,
130,2021-06-25,17:00:00,2021-06-26,18:00:00,jeju,52,38,
131,2021-06-25,17:00:00,2021-06-26,18:00:00,jeonbuk,63,89,
132,2021-06-25,17:00:00,2021-06-26,18:00:00,jeonnam,51,67,
133,2021-06-25,17:00:00,2021-06-26,18:00:00,sejong,66,103,
134,2021-06-25,17:00:00,2021-06-26,18:00:00,seoul,60,127,
135,2021-06-25,17:00:00,2021-06-26,18:00:00,ulsan,102,84,
136,2021-06-25,17:00:00,2021-06-26,21:00:00,busan,98,76,
137,2021-06-25,17:00:00,2021-06-26,21:00:00,chungbuk,69,107,
138,2021-06-25,17:00:00,2021-06-26,21:00:00,chungnam,68,100,
139,2021-06-25,17:00:00,2021-06-26,21:00:00,daegu,89,90,
140,2021-06-25,17:00:00,2021-06-26,21:00:00,daejeon,67,100,
141,2021-06-25,17:00:00,2021-06-26,21:00:00,gangwon,73,134,
142,2021-06-25,17:00:00,2021-06-26,21:00:00,gwangju,58,74,
143,2021-06-25,17:00:00,2021-06-26,21:00:00,gyeongbuk,89,91,
144,2021-06-25,17:00:00,2021-06-26,21:00:00,gyeonggi,60,120,
145,2021-06-25,17:00:00,2021-06-26,21:00:00,gyeongnam,91,77,
146,2021-06-25,17:00:00,2021-06-26,21:00:00,incheon,55,124,
147,2021-06-25,17:00:00,2021-06-26,21:00:00,jeju,52,38,
148,2021-06-25,17:00:00,2021-06-26,21:00:00,jeonbuk,63,89,
149,2021-06-25,17:00:00,2021-06-26,21:00:00,jeonnam,51,67,
150,2021-06-25,17:00:00,2021-06-26,21:00:00,sejong,66,103,
151,2021-06-25,17:00:00,2021-06-26,21:00:00,seoul,60,127,
152,2021-06-25,17:00:00,2021-06-26,21:00:00,ulsan,102,84,
153,2021-06-25,17:00:00,2021-06-27,00:00:00,busan,98,76,
154,2021-06-25,17:00:00,2021-06-27,00:00:00,chungbuk,69,107,
155,2021-06-25,17:00:00,2021-06-27,00:00:00,chungnam,68,100,
156,2021-06-25,17:00:00,2021-06-27,00:00:00,daegu,89,90,
157,2021-06-25,17:00:00,2021-06-27,00:00:00,daejeon,67,100,
158,2021-06-25,17:00:00,2021-06-27,00:00:00,gangwon,73,134,
159,2021-06-25,17:00:00,2021-06-27,00:00:00,gwangju,58,74,
160,2021-06-25,17:00:00,2021-06-27,00:00:00,gyeongbuk,89,91,
161,2021-06-25,17:00:00,2021-06-27,00:00:00,gyeonggi,60,120,
162,2021-06-25,17:00:00,2021-06-27,00:00:00,gyeongnam,91,77,
163,2021-06-25,17:00:00,2021-06-27,00:00:00,incheon,55,124,
164,2021-06-25,17:00:00,2021-06-27,00:00:00,jeju,52,38,
165,2021-06-25,17:00:00,2021-06-27,00:00:00,jeonbuk,63,89,
166,2021-06-25,17:00:00,2021-06-27,00:00:00,jeonnam,51,67,
167,2021-06-25,17:00:00,2021-06-27,00:00:00,sejong,66,103,
168,2021-06-25,17:00:00,2021-06-27,00:00:00,seoul,60,127,
169,2021-06-25,17:00:00,2021-06-27,00:00:00,ulsan,102,84,
170,2021-06-25,17:00:00,2021-06-27,03:00:00,busan,98,76,
171,2021-06-25,17:00:00,2021-06-27,03:00:00,chungbuk,69,107,
172,2021-06-25,17:00:00,2021-06-27,03:00:00,chungnam,68,100,
173,2021-06-25,17:00:00,2021-06-27,03:00:00,daegu,89,90,
174,2021-06-25,17:00:00,2021-06-27,03:00:00,daejeon,67,100,
175,2021-06-25,17:00:00,2021-06-27,03:00:00,gangwon,73,134,
176,2021-06-25,17:00:00,2021-06-27,03:00:00,gwangju,58,74,
177,2021-06-25,17:00:00,2021-06-27,03:00:00,gyeongbuk,89,91,
178,2021-06-25,17:00:00,2021-06-27,03:00:00,gyeonggi,60,120,
179,2021-06-25,17:00:00,2021-06-27,03:00:00,gyeongnam,91,77,
180,2021-06-25,17:00:00,2021-06-27,03:00:00,incheon,55,124,
181,2021-06-25,17:00:00,2021-06-27,03:00:00,jeju,52,38,
182,2021-06-25,17:00:00,2021-06-27,03:00:00,jeonbuk,63,89,
183,2021-06-25,17:00:00,2021-06-27,03:00:00,jeonnam,51,67,
184,2021-06-25,17:00:00,2021-06-27,03:00:00,sejong,66,103,
185,2021-06-25,17:00:00,2021-06-27,03:00:00,seoul,60,127,
186,2021-06-25,17:00:00,2021-06-27,03:00:00,ulsan,102,84,
187,2021-06-25,17:00:00,2021-06-27,06:00:00,busan,98,76,
188,2021-06-25,17:00:00,2021-06-27,06:00:00,chungbuk,69,107,
189,2021-06-25,17:00:00,2021-06-27,06:00:00,chungnam,68,100,
190,2021-06-25,17:00:00,2021-06-27,06:00:00,daegu,89,90,
191,2021-06-25,17:00:00,2021-06-27,06:00:00,daejeon,67,100,
192,2021-06-25,17:00:00,2021-06-27,06:00:00,gangwon,73,134,
193,2021-06-25,17:00:00,2021-06-27,06:00:00,gwangju,58,74,
194,2021-06-25,17:00:00,2021-06-27,06:00:00,gyeongbuk,89,91,
195,2021-06-25,17:00:00,2021-06-27,06:00:00,gyeonggi,60,120,
196,2021-06-25,17:00:00,2021-06-27,06:00:00,gyeongnam,91,77,
197,2021-06-25,17:00:00,2021-06-27,06:00:00,incheon,55,124,
198,2021-06-25,17:00:00,2021-06-27,06:00:00,jeju,52,38,
199,2021-06-25,17:00:00,2021-06-27,06:00:00,jeonbuk,63,89,
200,2021-06-25,17:00:00,2021-06-27,06:00:00,jeonnam,51,67,
201,2021-06-25,17:00:00,2021-06-27,06:00:00,sejong,66,103,
202,2021-06-25,17:00:00,2021-06-27,06:00:00,seoul,60,127,
203,2021-06-25,17:00:00,2021-06-27,06:00:00,ulsan,102,84,
204,2021-06-25,17:00:00,2021-06-27,09:00:00,busan,98,76,
205,2021-06-25,17:00:00,2021-06-27,09:00:00,chungbuk,69,107,
206,2021-06-25,17:00:00,2021-06-27,09:00:00,chungnam,68,100,
207,2021-06-25,17:00:00,2021-06-27,09:00:00,daegu,89,90,
208,2021-06-25,17:00:00,2021-06-27,09:00:00,daejeon,67,100,
209,2021-06-25,17:00:00,2021-06-27,09:00:00,gangwon,73,134,
210,2021-06-25,17:00:00,2021-06-27,09:00:00,gwangju,58,74,
211,2021-06-25,17:00:00,2021-06-27,09:00:00,gyeongbuk,89,91,
212,2021-06-25,17:00:00,2021-06-27,09:00:00,gyeonggi,60,120,
213,2021-06-25,17:00:00,2021-06-27,09:00:00,gyeongnam,91,77,
214,2021-06-25,17:00:00,2021-06-27,09:00:00,incheon,55,124,
215,2021-06-25,17:00:00,2021-06-27,09:00:00,jeju,52,38,
216,2021-06-25,17:00:00,2021-06-27,09:00:00,jeonbuk,63,89,
217,2021-06-25,17:00:00,2021-06-27,09:00:00,jeonnam,51,67,
218,2021-06-25,17:00:00,2021-06-27,09:00:00,sejong,66,103,
219,2021-06-25,17:00:00,2021-06-27,09:00:00,seoul,60,127,
220,2021-06-25,17:00:00,2021-06-27,09:00:00,ulsan,102,84,
221,2021-06-25,17:00:00,2021-06-27,12:00:00,busan,98,76,
222,2021-06-25,17:00:00,2021-06-27,12:00:00,chungbuk,69,107,
223,2021-06-25,17:00:00,2021-06-27,12:00:00,chungnam,68,100,
224,2021-06-25,17:00:00,2021-06-27,12:00:00,daegu,89,90,
225,2021-06-25,17:00:00,2021-06-27,12:00:00,daejeon,67,100,
226,2021-06-25,17:00:00,2021-06-27,12:00:00,gangwon,73,134,
227,2021-06-25,17:00:00,2021-06-27,12:00:00,gwangju,58,74,
228,2021-06-25,17:00:00,2021-06-27,12:00:00,gyeongbuk,89,91,
229,2021-06-25,17:00:00,2021-06-27,12:00:00,gyeonggi,60,120,
230,2021-06-25,17:00:00,2021-06-27,12:00:00,gyeongnam,91,77,
231,2021-06-25,17:00:00,2021-06-27,12:00:00,incheon,55,124,
232,2021-06-25,17:00:00,2021-06-27,12:00:00,jeju,52,38,
233,2021-06-25,17:00:00,2021-06-27,12:00:00,jeonbuk,63,89,
234,2021-06-25,17:00:00,2021-06-27,12:00:00,jeonnam,51,67,
235,2021-06-25,17:00:00,2021-06-27,12:00:00,sejong,66,103,
236,2021-06-25,17:00:00,2021-06-27,12:00:00,seoul,60,127,
237,2021-06-25,17:00:00,2021-06-27,12:00:00,ulsan,102,84,
238,2021-06-25,17:00:00,2021-06-27,15:00:00,busan,98,76,
239,2021-06-25,17:00:00,2021-06-27,15:00:00,chungbuk,69,107,
240,2021-06-25,17:00:00,2021-06-27,15:00:00,chungnam,68,100,
241,2021-06-25,17:00:00,2021-06-27,15:00:00,daegu,89,90,
242,2021-06-25,17:00:00,2021-06-27,15:00:00,daejeon,67,100,
243,2021-06-25,17:00:00,2021-06-27,15:00:00,gangwon,73,134,
244,2021-06-25,17:00:00,2021-06-27,15:00:00,gwangju,58,74,
245,2021-06-25,17:00:00,2021-06-27,15:00:00,gyeongbuk,89,91,
246,2021-06-25,17:00:00,2021-06-27,15:00:00,gyeonggi,60,120,
247,2021-06-25,17:00:00,2021-06-27,15:00:00,gyeongnam,91,77,
248,2021-06-25,17:00:00,2021-06-27,15:00:00,incheon,55,124,
249,2021-06-25,17:00:00,2021-06-27,15:00:00,jeju,52,38,
250,2021-06-25,17:00:00,2021-06-27,15:00:00,jeonbuk,63,89,
251,2021-06-25,17:00:00,2021-06-27,15:00:00,jeonnam,51,67,
252,2021-06-25,17:00:00,2021-06-27,15:00:00,sejong,66,103,
253,2021-06-25,17:00:00,2021-06-27,15:00:00,seoul,60,127,
254,2021-06-25,17:00:00,2021-06-27,15:00:00,ulsan,102,84,
255,2021-06-25,17:00:00,2021-06-27,18:00:00,busan,98,76,
256,2021-06-25,17:00:00,2021-06-27,18:00:00,chungbuk,69,107,
257,2021-06-25,17:00:00,2021-06-27,18:00:00,chungnam,68,100,
258,2021-06-25,17:00:00,2021-06-27,18:00:00,daegu,89,90,
259,2021-06-25,17:00:00,2021-06-27,18:00:00,daejeon,67,100,
260,2021-06-25,17:00:00,2021-06-27,18:00:00,gangwon,73,134,
261,2021-06-25,17:00:00,2021-06-27,18:00:00,gwangju,58,74,
262,2021-06-25,17:00:00,2021-06-27,18:00:00,gyeongbuk,89,91,
263,2021-06-25,17:00:00,2021-06-27,18:00:00,gyeonggi,60,120,
264,2021-06-25,17:00:00,2021-06-27,18:00:00,gyeongnam,91,77,
265,2021-06-25,17:00:00,2021-06-27,18:00:00,incheon,55,124,
266,2021-06-25,17:00:00,2021-06-27,18:00:00,jeju,52,38,
267,2021-06-25,17:00:00,2021-06-27,18:00:00,jeonbuk,63,89,
268,2021-06-25,17:00:00,2021-06-27,18:00:00,jeonnam,51,67,
269,2021-06-25,17:00:00,2021-06-27,18:00:00,sejong,66,103,
270,2021-06-25,17:00:00,2021-06-27,18:00:00,seoul,60,127,
271,2021-06-25,17:00:00,2021-06-27,18:00:00,ulsan,102,84,
272,2021-06-25,17:00:00,2021-06-27,21:00:00,busan,98,76,
273,2021-06-25,17:00:00,2021-06-27,21:00:00,chungbuk,69,107,
274,2021-06-25,17:00:00,2021-06-27,21:00:00,chungnam,68,100,
275,2021-06-25,17:00:00,2021-06-27,21:00:00,daegu,89,90,
276,2021-06-25,17:00:00,2021-06-27,21:00:00,daejeon,67,100,
277,2021-06-25,17:00:00,2021-06-27,21:00:00,gangwon,73,134,
278,2021-06-25,17:00:00,2021-06-27,21:00:00,gwangju,58,74,
279,2021-06-25,17:00:00,2021-06-27,21:00:00,gyeongbuk,89,91,
280,2021-06-25,17:00:00,2021-06-27,21:00:00,gyeonggi,60,120,
281,2021-06-25,17:00:00,2021-06-27,21:00:00,gyeongnam,91,77,
282,2021-06-25,17:00:00,2021-06-27,21:00:00,incheon,55,124,
283,2021-06-25,17:00:00,2021-06-27,21:00:00,jeju,52,38,
284,2021-06-25,17:00:00,2021-06-27,21:00:00,jeonbuk,63,89,
285,2021-06-25,17:00:00,2021-06-27,21:00:00,jeonnam,51,67,
286,2021-06-25,17:00:00,2021-06-27,21:00:00,sejong,66,103,
287,2021-06-25,17:00:00,2021-06-27,21:00:00,seoul,60,127,
288,2021-06-25,17:00:00,2021-06-27,21:00:00,ulsan,102,84,
289,2021-06-25,17:00:00,2021-06-28,00:00:00,busan,98,76,
290,2021-06-25,17:00:00,2021-06-28,00:00:00,chungbuk,69,107,
291,2021-06-25,17:00:00,2021-06-28,00:00:00,chungnam,68,100,
292,2021-06-25,17:00:00,2021-06-28,00:00:00,daegu,89,90,
293,2021-06-25,17:00:00,2021-06-28,00:00:00,daejeon,67,100,
294,2021-06-25,17:00:00,2021-06-28,00:00:00,gangwon,73,134,
295,2021-06-25,17:00:00,2021-06-28,00:00:00,gwangju,58,74,
296,2021-06-25,17:00:00,2021-06-28,00:00:00,gyeongbuk,89,91,
297,2021-06-25,17:00:00,2021-06-28,00:00:00,gyeonggi,60,120,
298,2021-06-25,17:00:00,2021-06-28,00:00:00,gyeongnam,91,77,
299,2021-06-25,17:00:00,2021-06-28,00:00:00,incheon,55,124,
300,2021-06-25,17:00:00,2021-06-28,00:00:00,jeju,52,38,
301,2021-06-25,17:00:00,2021-06-28,00:00:00,jeonbuk,63,89,
302,2021-06-25,17:00:00,2021-06-28,00:00:00,jeonnam,51,67,
303,2021-06-25,17:00:00,2021-06-28,00:00:00,sejong,66,103,
304,2021-06-25,17:00:00,2021-06-28,00:00:00,seoul,60,127,
305,2021-06-25,17:00:00,2021-06-28,00:00:00,ulsan,102,84,
