기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20210401101000,86524.2,61140.3,65900.0,25383.9,41.5174,11020.5,18.0248
20210401101500,86630.3,61470.5,65900.0,25159.8,40.9299,10750.4,17.4888
20210401102000,86738.8,61611.7,65900.0,25127.0,40.7828,10351.1,16.8005
20210401102500,86778.9,61524.9,65900.0,25254.0,41.0468,10251.8,16.6628
20210401103000,86730.8,61696.7,65900.0,25034.0,40.5759,9844.4,15.9561
20210401103500,86709.5,61687.4,65900.0,25022.1,40.5627,9354.09,15.1637
20210401104000,86720.0,61450.2,65900.0,25269.8,41.1224,10034.6,16.3296
20210401104500,86721.6,61621.6,65900.0,25100.0,40.7325,9866.82,16.012
20210401105000,86729.0,61663.3,65900.0,25065.7,40.6493,9726.2,15.7731
20210401105500,86717.2,61537.3,65900.0,25180.0,40.9182,9546.05,15.5126
20210401110000,86672.0,61333.4,65900.0,25338.6,41.313,9359.9,15.2607
20210401110500,85860.3,61590.3,65900.0,24270.0,39.4055,8631.67,14.0147
20210401111000,85867.5,61515.3,65900.0,24352.3,39.5873,8614.45,14.0038
20210401111500,85776.0,61198.5,65900.0,24577.4,40.1601,8698.49,14.2136
20210401112000,85708.0,61100.6,65900.0,24607.4,40.2736,8450.24,13.83
20210401112500,85663.8,60829.3,65900.0,24834.4,40.8264,8856.82,14.5601
20210401113000,85637.6,60514.9,65900.0,25122.7,41.5149,8927.79,14.753
20210401113500,85634.5,60520.3,65900.0,25114.2,41.4972,8647.27,14.2882
20210401114000,85640.5,60246.6,65900.0,25393.9,42.15,9140.31,15.1715
20210401114500,85634.3,59985.7,65900.0,25648.6,42.7579,8584.23,14.3105
20210401115000,85636.5,59605.3,65900.0,26031.2,43.6725,8803.0,14.7688
20210401115500,85637.0,59015.0,65900.0,26622.0,45.1105,9114.67,15.4447
20210401120000,85628.2,58843.0,65900.0,26785.2,45.5198,8913.43,15.1478
20210401120500,85403.7,58881.6,65900.0,26522.1,45.043,8967.53,15.2298
20210401121000,85404.3,58900.2,65900.0,26504.2,44.9985,9019.67,15.3135
20210401121500,85377.9,58653.9,65900.0,26724.0,45.5622,9237.72,15.7496
20210401122000,85359.7,58734.8,65900.0,26624.8,45.3306,9259.52,15.765
20210401122500,85353.4,58551.1,65900.0,26802.4,45.776,9548.84,16.3086
20210401123000,85337.4,58430.0,65900.0,26907.4,46.0506,9628.31,16.4784
20210401123500,85328.7,58279.9,65900.0,27048.9,46.4121,9769.05,16.7623
20210401124000,85322.1,57959.3,65900.0,27362.8,47.2103,10106.6,17.4374
20210401124500,85318.5,58310.9,65900.0,27007.6,46.3166,9710.09,16.6523
20210401125000,85321.8,58450.5,65900.0,26871.3,45.9728,9593.08,16.4123
20210401125500,85324.6,58647.9,65900.0,26676.8,45.4863,9421.58,16.0646
20210401130000,85317.9,58982.5,65900.0,26335.4,44.6495,8887.23,15.0676
20210401130500,85177.5,59479.2,65900.0,25698.3,43.2055,8397.17,14.1178
20210401131000,84790.9,60122.0,65900.0,24668.9,41.0314,8080.5,13.4402
20210401131500,84762.8,60507.6,65900.0,24255.2,40.0862,7558.94,12.4925
20210401132000,84702.2,60561.9,65900.0,24140.4,39.8606,7435.47,12.2775
20210401132500,84658.7,60588.6,65900.0,24070.1,39.7272,7617.92,12.5732
20210401133000,84612.4,60912.2,65900.0,23700.2,38.9088,7538.75,12.3764
20210401133500,84589.6,61290.4,65900.0,23299.2,38.0144,7173.28,11.7038
20210401134000,84582.1,61419.2,65900.0,23162.9,37.7129,7095.32,11.5523
20210401134500,84571.8,61482.2,65900.0,23089.7,37.555,7065.56,11.4921
20210401135000,84569.1,61824.2,65900.0,22744.9,36.7896,6888.75,11.1425
20210401135500,84564.0,61896.9,65900.0,22667.1,36.6207,7419.27,11.9865
20210401140000,84555.1,62236.5,65900.0,22318.6,35.861,7453.54,11.9762
20210401140500,84855.1,61874.7,65900.0,22980.4,37.1402,8099.44,13.0901
20210401141000,84846.5,62124.4,65900.0,22722.0,36.575,7903.93,12.7227
20210401141500,84803.1,62360.4,65900.0,22442.7,35.9887,7458.25,11.9599
20210401142000,84758.7,62460.1,65900.0,22298.6,35.7005,7322.4,11.7233
20210401142500,84725.8,62417.5,65900.0,22308.2,35.7404,7403.39,11.8611
20210401143000,84730.3,62620.2,65900.0,22110.1,35.3083,7403.99,11.8236
20210401143500,84713.7,62505.4,65900.0,22208.3,35.5302,7447.65,11.9152
20210401144000,84714.8,62682.0,65900.0,22032.8,35.1502,7298.75,11.6441
20210401144500,84703.2,62524.8,65900.0,22178.4,35.4713,7535.23,12.0516
20210401145000,84700.3,62619.1,65900.0,22081.2,35.2628,7658.18,12.2298
20210401145500,84701.3,62654.6,65900.0,22046.7,35.1877,7943.82,12.6787
20210401150000,85700.7,62534.5,65900.0,23166.1,37.0453,7970.87,12.7463
20210401150500,85688.0,62528.5,65900.0,23159.5,37.0383,7819.96,12.5062
20210401151000,85691.7,62568.0,65900.0,23123.7,36.9577,7928.44,12.6717
20210401151500,85569.9,62963.2,65900.0,22606.7,35.9047,7807.97,12.4009
20210401152000,85529.5,63077.5,65900.0,22451.9,35.5942,7788.88,12.3481
20210401152500,85531.3,63266.3,65900.0,22265.1,35.1926,7963.15,12.5867
20210401153000,85490.6,63297.1,65900.0,22193.4,35.0623,7970.72,12.5925
20210401153500,85510.7,63465.9,65900.0,22044.8,34.7349,8121.27,12.7963
20210401154000,85497.9,63811.8,65900.0,21686.1,33.9844,7625.58,11.9501
20210401154500,85486.8,63926.8,65900.0,21560.0,33.7261,7912.2,12.377
20210401155000,85494.2,64214.7,65900.0,21279.5,33.138,8193.47,12.7595
20210401155500,85482.0,64234.3,65900.0,21247.8,33.0786,8410.87,13.0941
20210401160000,85484.1,64197.0,65900.0,21287.1,33.159,8058.57,12.5529
20210401160500,85774.0,64485.2,65900.0,21288.9,33.0136,8301.01,12.8727
20210401161000,85776.6,64727.4,65900.0,21049.3,32.5199,8374.78,12.9386
20210401161500,85749.9,64753.1,65900.0,20996.9,32.426,8564.5,13.2264
20210401162000,85736.5,64861.9,65900.0,20874.6,32.1831,8672.01,13.37
20210401162500,85678.4,64860.0,65900.0,20818.4,32.0974,8876.15,13.6851
20210401163000,85658.7,65183.8,65900.0,20474.8,31.4109,8305.18,12.7412
20210401163500,85661.3,65049.1,65900.0,20612.2,31.6871,8595.42,13.2137
20210401164000,85668.3,65253.4,65900.0,20414.8,31.2855,8694.42,13.3241
20210401164500,85666.2,65271.5,65900.0,20394.8,31.2461,8656.39,13.2621
20210401165000,85665.8,65301.6,65900.0,20364.2,31.1849,8720.87,13.3547
20210401165500,85662.1,65686.2,65900.0,19976.0,30.4112,8467.85,12.8914
20210401170000,85650.1,65583.7,65900.0,20066.4,30.5967,8486.51,12.94
20210401170500,85770.7,65003.3,65900.0,20767.3,31.9481,9206.09,14.1625
20210401171000,85773.5,65167.1,65900.0,20606.4,31.6209,9262.41,14.2133
20210401171500,85718.3,65168.9,65900.0,20549.3,31.5324,9441.21,14.4873
20210401172000,85664.2,65397.5,65900.0,20266.7,30.99,9852.97,15.0663
20210401172500,85609.3,65120.3,65900.0,20489.0,31.4633,10548.8,16.199
20210401173000,85695.6,65205.1,65900.0,20490.5,31.4247,10816.2,16.588
20210401173500,85692.8,65263.8,65900.0,20429.0,31.3022,11144.6,17.0762
20210401174000,85686.2,65244.4,65900.0,20441.8,31.3311,11286.9,17.2995
20210401174500,85684.0,65215.1,65900.0,20468.9,31.3867,11469.2,17.5868
20210401175000,85680.6,65341.0,65900.0,20339.6,31.1284,10550.1,16.1462
20210401175500,85678.4,65339.1,65900.0,20339.3,31.1289,10662.4,16.3186
20210401180000,85673.5,65160.4,65900.0,20513.1,31.4809,10864.2,16.673
20210401180500,85708.1,64928.0,65900.0,20780.1,32.0048,11256.9,17.3375
20210401181000,85710.7,65276.9,65900.0,20433.8,31.3033,11102.0,17.0076
20210401181500,85686.9,65477.8,65900.0,20209.1,30.864,11231.6,17.1532
20210401182000,85710.0,65619.3,65900.0,20090.7,30.617,11090.2,16.9008
20210401182500,85704.9,65850.6,65900.0,19854.3,30.1505,10878.3,16.5197
20210401183000,85704.3,66092.1,65900.0,19612.2,29.674,10617.1,16.064
20210401183500,85703.5,66246.0,65900.0,19457.5,29.3716,10498.3,15.8474
20210401184000,85704.3,66378.6,65900.0,19325.7,29.1144,10322.6,15.5511
20210401184500,85699.2,66149.6,65900.0,19549.6,29.5536,10552.6,15.9526
20210401185000,84988.7,66053.8,65900.0,18934.9,28.6659,10878.3,16.4688
20210401185500,84999.3,66126.8,65900.0,18872.5,28.5399,10804.2,16.3386
20210401190000,84993.3,66567.4,65900.0,18425.9,27.6801,10257.8,15.4097
20210401190500,85265.0,66419.5,65900.0,18845.5,28.3735,10641.5,16.0217
20210401191000,85240.7,66419.5,65900.0,18821.2,28.3369,10663.2,16.0543
20210401191500,85238.8,66253.4,65900.0,18985.4,28.6557,10615.3,16.0223
20210401192000,85287.5,66563.3,65900.0,18724.2,28.1299,10328.3,15.5165
20210401192500,85305.9,66770.2,65900.0,18535.7,27.7604,10042.2,15.04
20210401193000,85313.3,66651.0,65900.0,18662.3,28.0,9983.35,14.9786
20210401193500,85303.7,66300.9,65900.0,19002.8,28.6615,10337.6,15.592
20210401194000,85293.8,66196.8,65900.0,19097.0,28.8488,10470.0,15.8165
20210401194500,85287.4,65967.7,65900.0,19319.7,29.2866,10725.7,16.259
20210401195000,85282.6,65722.3,65900.0,19560.3,29.762,10877.3,16.5504
20210401195500,85214.5,65471.2,65900.0,19743.2,30.1556,11005.7,16.8099
