id,cdate,land_wa,jeju_wa
819,2017-03-29,92.5,134.2
820,2017-03-30,92.49,136.43
821,2017-03-31,92.03,132.97
822,2017-04-01,75.77,125.93
823,2017-04-02,73.0,127.4
824,2017-04-03,77.4,120.25
825,2017-04-04,76.65,126.94
826,2017-04-05,77.05,123.18
827,2017-04-06,76.32,123.93
828,2017-04-07,75.92,124.81
829,2017-04-08,74.54,108.41
830,2017-04-09,67.82,128.37
831,2017-04-10,73.95,127.19
832,2017-04-11,75.96,122.99
833,2017-04-12,75.82,106.57
834,2017-04-13,76.28,120.35
835,2017-04-14,76.33,124.62
836,2017-04-15,74.31,126.39
837,2017-04-16,69.07,124.21
838,2017-04-17,75.8,122.08
839,2017-04-18,76.86,90.08
840,2017-04-19,76.79,104.4
841,2017-04-20,76.48,124.59
842,2017-04-21,76.23,108.28
843,2017-04-22,74.15,128.67
844,2017-04-23,66.83,124.03
845,2017-04-24,76.21,123.77
846,2017-04-25,75.68,121.85
847,2017-04-26,76.08,125.06
848,2017-04-27,76.92,123.91
849,2017-04-28,76.41,128.4
850,2017-04-29,74.35,126.49
851,2017-04-30,65.41,121.12
852,2017-05-01,71.46,116.83
853,2017-05-02,80.14,117.9
854,2017-05-03,76.36,117.25
855,2017-05-04,82.84,103.81
856,2017-05-05,74.72,114.41
857,2017-05-06,74.32,115.79
858,2017-05-07,64.63,99.99
859,2017-05-08,79.92,123.59
860,2017-05-09,81.21,119.87
861,2017-05-10,79.42,118.5
862,2017-05-11,83.23,121.63
863,2017-05-12,83.23,117.2
864,2017-05-13,81.52,105.94
865,2017-05-14,63.32,109.81
866,2017-05-15,79.13,118.3
867,2017-05-16,82.93,119.39
868,2017-05-17,82.72,115.74
869,2017-05-18,82.67,116.23
870,2017-05-19,83.24,120.53
871,2017-05-20,81.19,121.16
872,2017-05-21,67.56,117.58
873,2017-05-22,78.03,120.82
874,2017-05-23,81.64,125.06
875,2017-05-24,81.84,118.99
876,2017-05-25,81.35,123.06
877,2017-05-26,81.64,125.24
878,2017-05-27,77.46,121.54
879,2017-05-28,65.64,119.08
880,2017-05-29,78.29,121.02
881,2017-05-30,83.22,123.96
882,2017-05-31,83.96,125.24
883,2017-06-01,85.73,118.69
884,2017-06-02,84.44,120.46
885,2017-06-03,82.59,127.72
886,2017-06-04,79.38,127.06
887,2017-06-05,81.29,129.33
888,2017-06-06,82.58,124.73
889,2017-06-07,80.47,130.51
890,2017-06-08,84.11,127.63
891,2017-06-09,84.29,129.56
892,2017-06-10,81.85,124.07
893,2017-06-11,72.93,120.18
894,2017-06-12,79.64,119.63
895,2017-06-13,82.91,116.93
896,2017-06-14,82.62,121.54
897,2017-06-15,83.82,119.97
898,2017-06-16,83.5,128.14
899,2017-06-17,83.46,123.24
900,2017-06-18,79.1,128.15
901,2017-06-19,83.25,120.07
902,2017-06-20,84.84,121.01
903,2017-06-21,84.47,123.18
904,2017-06-22,84.39,121.0
905,2017-06-23,84.25,119.67
906,2017-06-24,80.97,122.5
907,2017-06-25,72.7,124.77
908,2017-06-26,77.89,121.78
909,2017-06-27,84.78,123.8
910,2017-06-28,84.19,123.18
911,2017-06-29,84.11,122.7
912,2017-06-30,84.17,125.54
913,2017-07-01,75.66,122.23
914,2017-07-02,69.27,121.94
915,2017-07-03,74.04,123.66
916,2017-07-04,76.19,125.65
917,2017-07-05,77.4,123.43
918,2017-07-06,76.99,123.02
919,2017-07-07,75.48,127.7
920,2017-07-08,73.25,117.36
921,2017-07-09,69.78,117.17
922,2017-07-10,75.29,118.37
923,2017-07-11,77.98,123.57
924,2017-07-12,78.27,127.27
925,2017-07-13,78.62,123.74
926,2017-07-14,79.15,122.25
927,2017-07-15,77.18,123.42
928,2017-07-16,72.27,119.67
929,2017-07-17,76.45,118.53
930,2017-07-18,78.95,129.24
931,2017-07-19,79.17,124.26
932,2017-07-20,79.49,123.97
933,2017-07-21,80.09,125.67
934,2017-07-22,78.32,122.3
935,2017-07-23,72.15,120.8
936,2017-07-24,77.23,124.23
937,2017-07-25,80.74,127.41
938,2017-07-26,79.45,129.59
939,2017-07-27,78.97,129.21
940,2017-07-28,78.83,125.85
941,2017-07-29,72.32,124.12
942,2017-07-30,67.36,122.64
943,2017-07-31,71.15,126.18
944,2017-08-01,73.62,121.47
945,2017-08-02,74.04,120.54
946,2017-08-03,75.65,120.06
947,2017-08-04,77.25,122.05
948,2017-08-05,74.91,122.0
949,2017-08-06,71.0,117.82
950,2017-08-07,76.62,120.28
951,2017-08-08,79.41,122.07
952,2017-08-09,79.84,123.98
953,2017-08-10,79.45,121.73
954,2017-08-11,79.2,121.61
955,2017-08-12,75.42,120.77
956,2017-08-13,71.36,118.02
957,2017-08-14,75.87,121.42
958,2017-08-15,74.98,121.14
959,2017-08-16,76.13,124.05
960,2017-08-17,77.68,121.69
961,2017-08-18,77.65,120.09
962,2017-08-19,74.59,121.79
963,2017-08-20,70.23,112.76
964,2017-08-21,75.15,119.85
965,2017-08-22,76.89,121.46
966,2017-08-23,77.31,121.19
967,2017-08-24,77.25,123.75
968,2017-08-25,79.49,124.42
969,2017-08-26,74.4,119.01
970,2017-08-27,69.21,118.12
971,2017-08-28,75.48,122.62
972,2017-08-29,77.95,120.46
973,2017-08-30,76.11,116.87
974,2017-08-31,74.37,115.15
975,2017-09-01,74.14,117.05
976,2017-09-02,71.67,113.07
977,2017-09-03,60.05,111.6
978,2017-09-04,73.69,120.06
979,2017-09-05,75.34,109.16
980,2017-09-06,76.19,110.86
981,2017-09-07,74.49,110.33
982,2017-09-08,75.48,112.58
983,2017-09-09,71.37,112.59
984,2017-09-10,59.69,113.77
985,2017-09-11,73.84,117.25
986,2017-09-12,74.95,117.64
987,2017-09-13,74.89,119.54
988,2017-09-14,73.91,110.16
989,2017-09-15,74.72,116.55
990,2017-09-16,72.08,113.3
991,2017-09-17,64.28,110.08
992,2017-09-18,74.47,103.89
993,2017-09-19,75.18,106.15
994,2017-09-20,76.22,104.74
995,2017-09-21,75.55,112.16
996,2017-09-22,77.46,104.97
997,2017-09-23,73.24,93.88
998,2017-09-24,64.45,101.91
999,2017-09-25,74.39,113.07
1000,2017-09-26,76.61,117.28
1001,2017-09-27,75.82,110.19
1002,2017-09-28,75.45,117.51
1003,2017-09-29,73.2,116.14
1004,2017-09-30,63.93,114.31
1005,2017-10-01,53.83,107.48
1006,2017-10-02,59.8,121.27
1007,2017-10-03,52.43,111.85
1008,2017-10-04,51.91,109.98
1009,2017-10-05,52.87,104.63
1010,2017-10-06,53.73,115.78
1011,2017-10-07,54.02,115.45
1012,2017-10-08,58.04,108.02
1013,2017-10-09,67.86,116.75
1014,2017-10-10,73.76,108.71
1015,2017-10-11,75.02,105.06
1016,2017-10-12,77.82,113.76
1017,2017-10-13,78.68,124.77
1018,2017-10-14,75.77,119.91
1019,2017-10-15,64.69,120.4
1020,2017-10-16,73.46,122.9
1021,2017-10-17,80.02,119.77
1022,2017-10-18,80.95,118.52
1023,2017-10-19,82.08,119.88
1024,2017-10-20,81.45,119.91
1025,2017-10-21,79.69,121.84
1026,2017-10-22,69.58,113.9
1027,2017-10-23,78.3,119.5
1028,2017-10-24,79.97,111.9
1029,2017-10-25,79.47,113.54
1030,2017-10-26,79.64,124.19
1031,2017-10-27,81.61,115.22
1032,2017-10-28,80.27,111.98
1033,2017-10-29,72.11,109.61
1034,2017-10-30,79.69,122.89
1035,2017-10-31,81.33,124.93
1036,2017-11-01,82.01,117.55
1037,2017-11-02,81.96,116.22
1038,2017-11-03,82.35,114.3
1039,2017-11-04,80.63,126.87
1040,2017-11-05,71.99,87.35
1041,2017-11-06,79.76,104.32
1042,2017-11-07,82.08,118.57
1043,2017-11-08,81.79,116.51
1044,2017-11-09,82.15,116.3
1045,2017-11-10,82.02,113.84
1046,2017-11-11,79.28,102.48
1047,2017-11-12,68.63,115.24
1048,2017-11-13,78.18,120.14
1049,2017-11-14,82.15,114.92
1050,2017-11-15,82.69,114.45
1051,2017-11-16,82.45,118.51
1052,2017-11-17,82.01,112.61
1053,2017-11-18,80.3,106.51
1054,2017-11-19,76.85,120.42
1055,2017-11-20,80.94,125.0
1056,2017-11-21,82.38,117.19
1057,2017-11-22,83.07,121.54
1058,2017-11-23,83.49,123.92
1059,2017-11-24,83.22,129.95
1060,2017-11-25,82.11,107.81
1061,2017-11-26,80.79,112.29
1062,2017-11-27,82.69,124.58
1063,2017-11-28,83.04,129.2
1064,2017-11-29,83.44,126.89
1065,2017-11-30,83.54,114.24
1066,2017-12-01,90.81,122.11
1067,2017-12-02,88.46,128.38
1068,2017-12-03,87.42,123.49
1069,2017-12-04,89.91,127.22
1070,2017-12-05,91.03,129.79
1071,2017-12-06,92.18,123.39
1072,2017-12-07,91.11,124.44
1073,2017-12-08,91.37,129.66
1074,2017-12-09,89.32,129.09
1075,2017-12-10,87.3,129.23
1076,2017-12-11,91.25,117.4
1077,2017-12-12,90.92,124.96
1078,2017-12-13,91.57,130.77
1079,2017-12-14,90.89,124.44
1080,2017-12-15,92.12,120.15
1081,2017-12-16,90.03,129.56
1082,2017-12-17,88.45,120.76
1083,2017-12-18,91.49,123.37
1084,2017-12-19,92.51,130.2
1085,2017-12-20,91.16,126.08
1086,2017-12-21,91.49,171.81
1087,2017-12-22,92.29,128.89
1088,2017-12-23,89.71,120.9
1089,2017-12-24,88.73,116.47
1090,2017-12-25,87.36,130.23
1091,2017-12-26,91.7,123.11
1092,2017-12-27,91.19,127.75
1093,2017-12-28,90.71,126.3
1094,2017-12-29,91.01,130.35
1095,2017-12-30,89.29,122.28
1096,2017-12-31,86.49,118.22
1097,2018-01-01,84.88,117.67
1098,2018-01-02,92.57,132.24
1099,2018-01-03,92.34,132.51
1100,2018-01-04,92.14,135.64
1101,2018-01-05,92.42,133.32
1102,2018-01-06,91.14,129.52
1103,2018-01-07,88.42,125.42
1104,2018-01-08,92.71,133.42
1105,2018-01-09,92.61,135.69
1106,2018-01-10,92.9,136.18
1107,2018-01-11,93.89,137.71
1108,2018-01-12,93.15,136.3
1109,2018-01-13,91.16,131.08
1110,2018-01-14,89.23,130.96
1111,2018-01-15,92.17,127.0
1112,2018-01-16,92.88,133.29
1113,2018-01-17,91.88,131.1
1114,2018-01-18,91.72,134.18
1115,2018-01-19,91.71,140.18
1116,2018-01-20,89.4,137.89
1117,2018-01-21,88.11,134.34
1118,2018-01-22,91.19,134.87
1119,2018-01-23,92.63,135.31
1120,2018-01-24,92.47,137.35
1121,2018-01-25,93.36,137.66
1122,2018-01-26,94.01,138.26
1123,2018-01-27,91.31,133.84
1124,2018-01-28,89.11,129.54
1125,2018-01-29,92.79,134.22
1126,2018-01-30,93.85,134.35
1127,2018-01-31,93.37,131.13
1128,2018-02-01,93.21,132.71
1129,2018-02-02,92.96,134.19
1130,2018-02-03,91.45,131.39
1131,2018-02-04,90.02,131.89
1132,2018-02-05,92.55,137.96
1133,2018-02-06,93.41,140.06
1134,2018-02-07,92.98,132.76
1135,2018-02-08,93.12,132.91
1136,2018-02-09,93.69,126.95
1137,2018-02-10,93.04,130.1
1138,2018-02-11,90.12,127.0
1139,2018-02-12,93.63,138.91
1140,2018-02-13,93.1,132.89
1141,2018-02-14,91.05,132.9
1142,2018-02-15,80.72,129.99
1143,2018-02-16,68.88,121.13
1144,2018-02-17,70.23,126.44
1145,2018-02-18,80.11,130.39
1146,2018-02-19,91.47,133.35
1147,2018-02-20,93.02,125.54
1148,2018-02-21,93.34,134.82
1149,2018-02-22,92.33,134.31
1150,2018-02-23,92.29,128.36
1151,2018-02-24,91.06,125.61
1152,2018-02-25,87.74,126.36
1153,2018-02-26,91.68,131.38
1154,2018-02-27,91.65,129.76
1155,2018-02-28,91.46,130.85
1156,2018-03-01,98.78,134.24
1157,2018-03-02,102.33,138.56
1158,2018-03-03,100.83,133.78
1159,2018-03-04,98.49,128.29
1160,2018-03-05,102.67,135.75
1161,2018-03-06,102.72,134.07
1162,2018-03-07,102.92,132.96
1163,2018-03-08,102.72,128.11
1164,2018-03-09,102.83,137.74
1165,2018-03-10,101.64,130.04
1166,2018-03-11,99.4,124.04
1167,2018-03-12,102.71,124.43
1168,2018-03-13,102.28,123.89
1169,2018-03-14,101.71,125.3
1170,2018-03-15,101.58,132.88
1171,2018-03-16,101.79,131.0
1172,2018-03-17,98.35,143.32
1173,2018-03-18,96.4,133.31
1174,2018-03-19,99.91,131.33
1175,2018-03-20,101.51,130.42
1176,2018-03-21,102.06,134.24
1177,2018-03-22,101.73,135.83
1178,2018-03-23,102.48,132.32
1179,2018-03-24,102.94,129.99
1180,2018-03-25,98.04,127.22
1181,2018-03-26,101.86,129.68
1182,2018-03-27,101.49,125.03
1183,2018-03-28,100.95,129.51
1184,2018-03-29,100.83,136.7
1185,2018-03-30,99.96,133.94
1186,2018-03-31,98.23,135.34
1187,2018-04-01,87.07,129.73
1188,2018-04-02,89.97,128.9
1189,2018-04-03,90.58,128.96
1190,2018-04-04,91.06,128.51
1191,2018-04-05,91.52,128.94
1192,2018-04-06,91.29,128.48
1193,2018-04-07,88.34,130.96
1194,2018-04-08,86.79,132.52
1195,2018-04-09,90.33,130.04
1196,2018-04-10,91.52,127.17
1197,2018-04-11,91.54,123.6
1198,2018-04-12,91.5,122.15
1199,2018-04-13,91.5,127.18
1200,2018-04-14,89.14,118.1
1201,2018-04-15,87.56,118.32
1202,2018-04-16,91.7,126.7
1203,2018-04-17,92.38,128.95
1204,2018-04-18,91.84,129.06
1205,2018-04-19,91.66,131.39
1206,2018-04-20,91.51,126.6
1207,2018-04-21,88.78,129.26
1208,2018-04-22,86.9,126.33
1209,2018-04-23,92.04,130.0
1210,2018-04-24,92.47,130.2
1211,2018-04-25,92.59,130.26
1212,2018-04-26,93.24,130.28
1213,2018-04-27,91.73,128.72
1214,2018-04-28,88.71,126.08
1215,2018-04-29,87.43,126.07
1216,2018-04-30,89.59,125.65
1217,2018-05-01,87.44,124.66
1218,2018-05-02,90.12,124.41
1219,2018-05-03,88.38,125.97
1220,2018-05-04,88.63,125.36
1221,2018-05-05,85.44,125.65
1222,2018-05-06,82.14,120.98
1223,2018-05-07,82.68,124.83
1224,2018-05-08,87.88,128.58
1225,2018-05-09,89.25,128.99
1226,2018-05-10,89.4,127.54
1227,2018-05-11,88.5,127.95
1228,2018-05-12,87.51,124.47
1229,2018-05-13,83.92,122.69
1230,2018-05-14,87.71,129.57
1231,2018-05-15,89.51,128.76
1232,2018-05-16,90.42,128.5
1233,2018-05-17,89.7,127.86
1234,2018-05-18,89.03,131.27
1235,2018-05-19,83.36,126.92
1236,2018-05-20,71.7,105.71
1237,2018-05-21,82.43,130.97
1238,2018-05-22,86.29,133.14
1239,2018-05-23,88.65,137.1
1240,2018-05-24,89.98,145.74
1241,2018-05-25,88.07,134.43
1242,2018-05-26,88.16,129.48
1243,2018-05-27,88.53,135.18
1244,2018-05-28,87.78,133.92
1245,2018-05-29,88.53,138.52
1246,2018-05-30,88.56,140.81
1247,2018-05-31,87.79,132.31
1248,2018-06-01,91.99,144.78
1249,2018-06-02,89.11,134.85
1250,2018-06-03,86.57,134.25
1251,2018-06-04,91.09,141.64
1252,2018-06-05,92.33,140.21
1253,2018-06-06,88.55,134.7
1254,2018-06-07,91.29,145.34
1255,2018-06-08,91.82,140.51
1256,2018-06-09,89.62,141.16
1257,2018-06-10,83.57,142.21
1258,2018-06-11,88.83,144.93
1259,2018-06-12,90.71,142.29
1260,2018-06-13,88.93,140.6
1261,2018-06-14,90.66,144.33
1262,2018-06-15,90.6,135.96
1263,2018-06-16,87.26,135.25
1264,2018-06-17,81.69,139.19
1265,2018-06-18,88.22,140.62
1266,2018-06-19,90.54,141.52
1267,2018-06-20,90.5,140.43
1268,2018-06-21,90.42,146.03
1269,2018-06-22,90.37,144.27
1270,2018-06-23,87.97,136.96
1271,2018-06-24,81.59,137.05
1272,2018-06-25,88.72,143.37
1273,2018-06-26,90.81,141.39
1274,2018-06-27,90.75,142.24
1275,2018-06-28,90.82,139.11
1276,2018-06-29,91.65,138.47
1277,2018-06-30,86.92,135.26
1278,2018-07-01,77.39,153.22
1279,2018-07-02,86.16,148.69
1280,2018-07-03,88.55,143.05
1281,2018-07-04,88.5,142.34
1282,2018-07-05,87.9,132.74
1283,2018-07-06,86.64,139.86
1284,2018-07-07,80.8,145.15
1285,2018-07-08,66.92,130.17
1286,2018-07-09,82.56,132.78
1287,2018-07-10,84.23,153.14
1288,2018-07-11,84.43,153.37
1289,2018-07-12,85.06,157.29
1290,2018-07-13,86.02,154.04
1291,2018-07-14,82.16,157.14
1292,2018-07-15,73.39,148.33
1293,2018-07-16,85.35,154.81
1294,2018-07-17,89.92,159.18
1295,2018-07-18,89.43,155.71
1296,2018-07-19,90.34,158.08
1297,2018-07-20,91.87,164.65
1298,2018-07-21,87.08,156.28
1299,2018-07-22,79.79,153.98
1300,2018-07-23,88.08,164.75
1301,2018-07-24,92.12,160.71
1302,2018-07-25,91.29,158.57
1303,2018-07-26,95.78,160.8
1304,2018-07-27,95.16,161.61
1305,2018-07-28,90.67,155.69
1306,2018-07-29,82.56,154.16
1307,2018-07-30,87.53,157.47
1308,2018-07-31,90.47,161.64
1309,2018-08-01,90.99,162.28
1310,2018-08-02,89.67,162.43
1311,2018-08-03,90.34,161.79
1312,2018-08-04,88.32,162.27
1313,2018-08-05,83.41,157.76
1314,2018-08-06,89.85,166.06
1315,2018-08-07,94.28,159.01
1316,2018-08-08,93.87,166.09
1317,2018-08-09,93.46,166.85
1318,2018-08-10,92.65,163.26
1319,2018-08-11,91.9,159.61
1320,2018-08-12,86.14,156.64
1321,2018-08-13,91.0,166.37
1322,2018-08-14,93.7,164.43
1323,2018-08-15,89.35,163.58
1324,2018-08-16,89.47,159.37
1325,2018-08-17,92.1,159.15
1326,2018-08-18,89.12,157.84
1327,2018-08-19,82.57,150.05
1328,2018-08-20,90.8,160.14
1329,2018-08-21,91.67,156.51
1330,2018-08-22,91.88,151.56
1331,2018-08-23,93.37,154.32
1332,2018-08-24,93.19,161.45
1333,2018-08-25,87.59,146.93
1334,2018-08-26,78.3,152.21
1335,2018-08-27,87.96,158.96
1336,2018-08-28,91.51,160.68
1337,2018-08-29,91.09,160.84
1338,2018-08-30,91.52,159.08
1339,2018-08-31,91.45,157.16
1340,2018-09-01,96.56,159.37
1341,2018-09-02,87.36,160.98
1342,2018-09-03,92.95,164.31
1343,2018-09-04,98.84,167.35
1344,2018-09-05,98.48,165.95
1345,2018-09-06,98.65,163.21
1346,2018-09-07,98.18,160.74
1347,2018-09-08,96.88,163.1
1348,2018-09-09,90.53,160.6
1349,2018-09-10,95.98,164.46
1350,2018-09-11,96.88,153.44
1351,2018-09-12,96.85,154.31
1352,2018-09-13,97.33,159.42
1353,2018-09-14,97.58,152.8
1354,2018-09-15,95.96,156.98
1355,2018-09-16,83.38,149.37
1356,2018-09-17,90.9,142.54
1357,2018-09-18,96.47,161.28
1358,2018-09-19,96.54,164.38
1359,2018-09-20,96.15,168.13
1360,2018-09-21,95.89,163.15
1361,2018-09-22,87.27,168.32
1362,2018-09-23,61.72,166.88
1363,2018-09-24,61.59,159.74
1364,2018-09-25,65.57,163.38
1365,2018-09-26,76.71,165.43
1366,2018-09-27,90.62,164.26
1367,2018-09-28,97.51,172.56
1368,2018-09-29,97.21,169.26
1369,2018-09-30,94.22,162.18
1370,2018-10-01,100.97,162.93
1371,2018-10-02,103.61,160.02
1372,2018-10-03,101.71,156.42
1373,2018-10-04,101.81,149.29
1374,2018-10-05,102.5,156.58
1375,2018-10-06,102.76,156.5
1376,2018-10-07,97.93,151.21
1377,2018-10-08,101.74,156.0
1378,2018-10-09,101.18,156.04
1379,2018-10-10,102.97,155.69
1380,2018-10-11,103.1,163.67
1381,2018-10-12,101.93,163.03
1382,2018-10-13,100.17,147.91
1383,2018-10-14,95.75,152.53
1384,2018-10-15,101.17,159.02
1385,2018-10-16,102.81,158.66
1386,2018-10-17,102.5,164.75
1387,2018-10-18,103.29,165.93
1388,2018-10-19,104.51,163.96
1389,2018-10-20,101.63,158.1
1390,2018-10-21,97.88,159.32
1391,2018-10-22,102.43,163.55
1392,2018-10-23,104.02,162.86
1393,2018-10-24,104.07,162.01
1394,2018-10-25,103.32,160.86
1395,2018-10-26,103.31,164.69
1396,2018-10-27,100.98,160.75
1397,2018-10-28,97.44,159.61
1398,2018-10-29,100.97,162.77
1399,2018-10-30,102.38,155.85
1400,2018-10-31,102.28,157.79
1401,2018-11-01,105.65,168.74
1402,2018-11-02,104.64,161.82
1403,2018-11-03,102.97,163.33
1404,2018-11-04,95.76,165.42
1405,2018-11-05,103.18,168.12
1406,2018-11-06,105.51,168.46
1407,2018-11-07,105.6,161.39
1408,2018-11-08,105.73,160.19
1409,2018-11-09,105.73,163.48
1410,2018-11-10,103.34,166.77
1411,2018-11-11,100.58,152.12
1412,2018-11-12,104.97,165.63
1413,2018-11-13,105.29,162.92
1414,2018-11-14,105.4,164.99
1415,2018-11-15,106.86,159.4
1416,2018-11-16,106.37,154.59
1417,2018-11-17,102.05,156.76
1418,2018-11-18,98.99,148.43
1419,2018-11-19,104.5,154.05
1420,2018-11-20,105.79,156.51
1421,2018-11-21,106.18,154.65
1422,2018-11-22,106.72,156.96
1423,2018-11-23,107.11,162.23
1424,2018-11-24,103.71,152.31
1425,2018-11-25,102.29,153.78
1426,2018-11-26,105.17,154.21
1427,2018-11-27,105.71,155.4
1428,2018-11-28,105.74,163.78
1429,2018-11-29,105.99,162.1
1430,2018-11-30,105.71,164.16
1431,2018-12-01,107.74,169.49
1432,2018-12-02,100.45,161.04
1433,2018-12-03,107.47,173.87
1434,2018-12-04,109.88,175.42
1435,2018-12-05,110.12,170.85
1436,2018-12-06,110.26,174.03
1437,2018-12-07,111.86,178.78
1438,2018-12-08,107.3,168.4
1439,2018-12-09,102.23,168.12
1440,2018-12-10,107.42,176.1
1441,2018-12-11,110.88,170.77
1442,2018-12-12,111.53,175.2
1443,2018-12-13,112.26,174.66
1444,2018-12-14,112.62,173.6
1445,2018-12-15,109.3,173.94
1446,2018-12-16,107.18,166.51
1447,2018-12-17,112.2,166.48
1448,2018-12-18,111.77,172.24
1449,2018-12-19,112.34,167.02
1450,2018-12-20,112.26,168.83
1451,2018-12-21,111.31,173.92
1452,2018-12-22,,
1453,2018-12-23,105.61,170.15
1454,2018-12-24,108.86,170.59
1455,2018-12-25,105.35,169.78
1456,2018-12-26,111.48,172.32
1457,2018-12-27,112.25,174.74
1458,2018-12-28,111.68,180.16
1459,2018-12-29,109.37,171.66
1460,2018-12-30,105.89,175.13
1461,2018-12-31,104.8,170.41
1462,2019-01-01,98.96,138.28
1463,2019-01-02,111.76,158.79
1464,2019-01-03,111.74,155.71
1465,2019-01-04,112.3,157.04
1466,2019-01-05,109.65,147.77
1467,2019-01-06,106.28,152.83
1468,2019-01-07,111.22,160.03
1469,2019-01-08,112.27,153.94
1470,2019-01-09,112.7,160.34
1471,2019-01-10,112.07,161.03
1472,2019-01-11,112.02,158.77
1473,2019-01-12,109.43,160.42
1474,2019-01-13,106.65,155.67
1475,2019-01-14,111.48,159.58
1476,2019-01-15,112.32,159.06
1477,2019-01-16,112.32,162.0
1478,2019-01-17,112.16,161.14
1479,2019-01-18,111.73,157.9
1480,2019-01-19,109.56,158.5
1481,2019-01-20,106.55,151.87
1482,2019-01-21,111.68,162.12
1483,2019-01-22,112.0,159.34
1484,2019-01-23,112.08,159.2
1485,2019-01-24,111.97,161.19
1486,2019-01-25,111.76,161.04
1487,2019-01-26,110.13,158.62
1488,2019-01-27,109.25,154.61
1489,2019-01-28,111.26,159.11
1490,2019-01-29,112.03,163.04
1491,2019-01-30,112.01,155.18
1492,2019-01-31,112.2,156.54
1493,2019-02-01,109.06,133.5
1494,2019-02-02,106.76,136.94
1495,2019-02-03,93.71,134.62
1496,2019-02-04,85.4,131.18
1497,2019-02-05,71.26,121.25
1498,2019-02-06,81.97,129.16
1499,2019-02-07,106.39,136.11
1500,2019-02-08,108.61,139.99
1501,2019-02-09,106.71,140.41
1502,2019-02-10,106.06,142.92
1503,2019-02-11,109.72,141.05
1504,2019-02-12,109.08,137.83
1505,2019-02-13,109.59,136.21
1506,2019-02-14,109.74,132.76
1507,2019-02-15,109.68,135.95
1508,2019-02-16,108.31,135.76
1509,2019-02-17,105.37,135.17
1510,2019-02-18,109.95,137.37
1511,2019-02-19,109.99,133.36
1512,2019-02-20,109.68,136.44
1513,2019-02-21,109.27,138.76
1514,2019-02-22,109.34,136.38
1515,2019-02-23,106.64,141.01
1516,2019-02-24,102.75,133.31
1517,2019-02-25,109.12,141.62
1518,2019-02-26,109.18,142.52
1519,2019-02-27,108.37,140.02
1520,2019-02-28,108.21,135.37
1521,2019-03-01,112.18,142.02
1522,2019-03-02,107.14,130.13
1523,2019-03-03,107.13,127.65
1524,2019-03-04,113.46,133.49
1525,2019-03-05,113.67,133.66
1526,2019-03-06,113.54,134.74
1527,2019-03-07,113.26,134.71
1528,2019-03-08,113.51,132.78
1529,2019-03-09,110.83,126.69
1530,2019-03-10,108.41,126.03
1531,2019-03-11,112.48,133.41
1532,2019-03-12,113.91,130.22
1533,2019-03-13,113.21,143.1
1534,2019-03-14,113.38,139.75
1535,2019-03-15,114.33,150.07
1536,2019-03-16,111.18,152.46
1537,2019-03-17,108.68,145.13
1538,2019-03-18,114.48,151.62
1539,2019-03-19,113.6,150.87
1540,2019-03-20,114.31,151.11
1541,2019-03-21,114.45,147.59
1542,2019-03-22,114.02,152.1
1543,2019-03-23,111.09,149.78
1544,2019-03-24,107.92,147.13
1545,2019-03-25,113.36,150.11
1546,2019-03-26,112.47,143.25
1547,2019-03-27,112.77,139.69
1548,2019-03-28,112.81,148.23
1549,2019-03-29,112.7,149.46
1550,2019-03-30,110.37,149.03
1551,2019-03-31,105.69,149.14
1552,2019-04-01,99.69,147.73
1553,2019-04-02,100.84,148.66
1554,2019-04-03,101.16,147.43
1555,2019-04-04,100.44,145.53
1556,2019-04-05,100.45,146.23
1557,2019-04-06,97.68,146.13
1558,2019-04-07,95.35,142.17
1559,2019-04-08,99.75,145.95
1560,2019-04-09,100.46,151.2
1561,2019-04-10,100.79,153.01
1562,2019-04-11,101.09,150.53
1563,2019-04-12,100.55,146.84
1564,2019-04-13,97.56,156.28
1565,2019-04-14,95.82,147.16
1566,2019-04-15,100.38,148.11
1567,2019-04-16,100.44,144.93
1568,2019-04-17,100.79,147.63
1569,2019-04-18,101.4,145.67
1570,2019-04-19,100.19,147.53
1571,2019-04-20,96.82,144.4
1572,2019-04-21,88.17,147.07
1573,2019-04-22,97.59,148.23
1574,2019-04-23,99.59,147.19
1575,2019-04-24,99.33,146.58
1576,2019-04-25,100.45,147.04
1577,2019-04-26,100.66,145.24
1578,2019-04-27,98.09,149.72
1579,2019-04-28,91.28,146.72
1580,2019-04-29,97.45,146.38
1581,2019-04-30,98.29,147.02
1582,2019-05-01,77.89,139.95
1583,2019-05-02,80.93,147.09
1584,2019-05-03,81.2,145.75
1585,2019-05-04,77.28,143.88
1586,2019-05-05,77.68,139.69
1587,2019-05-06,77.93,143.51
1588,2019-05-07,80.3,138.94
1589,2019-05-08,81.57,142.56
1590,2019-05-09,80.97,142.51
1591,2019-05-10,80.82,145.78
1592,2019-05-11,78.1,141.83
1593,2019-05-12,75.38,139.58
1594,2019-05-13,80.27,141.0
1595,2019-05-14,80.89,142.65
1596,2019-05-15,80.25,163.91
1597,2019-05-16,79.63,147.22
1598,2019-05-17,79.74,145.18
1599,2019-05-18,77.43,145.17
1600,2019-05-19,70.77,147.62
1601,2019-05-20,78.33,147.84
1602,2019-05-21,79.86,144.42
1603,2019-05-22,79.49,139.72
1604,2019-05-23,79.97,141.28
1605,2019-05-24,80.94,142.97
