id,cdate,land_wa,jeju_wa
1606,2019-05-25,79.42,149.16
1607,2019-05-26,74.07,143.77
1608,2019-05-27,78.69,145.98
1609,2019-05-28,79.32,149.97
1610,2019-05-29,79.09,148.34
1611,2019-05-30,78.99,147.88
1612,2019-05-31,77.93,145.36
1613,2019-06-01,76.89,145.29
1614,2019-06-02,70.47,141.84
1615,2019-06-03,78.7,142.62
1616,2019-06-04,79.47,162.13
1617,2019-06-05,79.8,173.58
1618,2019-06-06,77.72,156.12
1619,2019-06-07,77.01,169.61
1620,2019-06-08,76.28,150.12
1621,2019-06-09,68.72,145.95
1622,2019-06-10,77.1,154.07
1623,2019-06-11,79.51,144.27
1624,2019-06-12,79.38,145.67
1625,2019-06-13,79.41,153.81
1626,2019-06-14,79.55,151.72
1627,2019-06-15,77.84,146.89
1628,2019-06-16,69.79,145.13
1629,2019-06-17,78.37,187.17
1630,2019-06-18,80.53,207.73
1631,2019-06-19,80.51,211.85
1632,2019-06-20,80.69,214.56
1633,2019-06-21,80.7,214.8
1634,2019-06-22,76.52,196.74
1635,2019-06-23,66.5,181.62
1636,2019-06-24,76.27,184.91
1637,2019-06-25,80.63,170.25
1638,2019-06-26,80.87,157.31
1639,2019-06-27,80.91,151.08
1640,2019-06-28,80.77,154.48
1641,2019-06-29,78.76,153.88
1642,2019-06-30,72.68,152.35
1643,2019-07-01,80.29,160.04
1644,2019-07-02,80.34,157.4
1645,2019-07-03,79.77,155.5
1646,2019-07-04,79.38,164.76
1647,2019-07-05,79.5,157.6
1648,2019-07-06,76.82,160.09
1649,2019-07-07,71.58,159.54
1650,2019-07-08,78.75,187.12
1651,2019-07-09,80.7,156.87
1652,2019-07-10,79.22,157.51
1653,2019-07-11,80.25,155.71
1654,2019-07-12,80.48,158.54
1655,2019-07-13,77.51,156.47
1656,2019-07-14,71.17,158.25
1657,2019-07-15,77.87,157.7
1658,2019-07-16,78.8,155.77
1659,2019-07-17,78.89,159.14
1660,2019-07-18,79.71,175.32
1661,2019-07-19,80.46,172.2
1662,2019-07-20,77.97,160.55
1663,2019-07-21,72.47,160.63
1664,2019-07-22,79.51,174.43
1665,2019-07-23,80.96,167.3
1666,2019-07-24,81.21,168.8
1667,2019-07-25,81.88,188.49
1668,2019-07-26,81.82,184.8
1669,2019-07-27,78.05,153.05
1670,2019-07-28,74.72,156.41
1671,2019-07-29,79.73,157.88
1672,2019-07-30,80.42,160.05
1673,2019-07-31,80.44,163.09
1674,2019-08-01,84.03,164.78
1675,2019-08-02,82.5,163.05
1676,2019-08-03,81.74,162.28
1677,2019-08-04,80.08,160.94
1678,2019-08-05,83.51,173.78
1679,2019-08-06,86.12,177.38
1680,2019-08-07,85.52,181.13
1681,2019-08-08,85.54,181.09
1682,2019-08-09,84.98,179.34
1683,2019-08-10,82.61,171.37
1684,2019-08-11,79.43,160.17
1685,2019-08-12,84.48,174.33
1686,2019-08-13,86.67,174.1
1687,2019-08-14,87.31,164.25
1688,2019-08-15,85.89,171.91
1689,2019-08-16,86.89,163.58
1690,2019-08-17,83.96,162.44
1691,2019-08-18,80.39,159.75
1692,2019-08-19,85.27,164.33
1693,2019-08-20,87.6,161.4
1694,2019-08-21,87.35,164.1
1695,2019-08-22,86.48,162.48
1696,2019-08-23,85.11,161.02
1697,2019-08-24,80.22,161.28
1698,2019-08-25,75.53,160.93
1699,2019-08-26,82.77,162.1
1700,2019-08-27,84.77,161.24
1701,2019-08-28,84.81,161.82
1702,2019-08-29,84.31,163.09
1703,2019-08-30,82.44,165.24
1704,2019-08-31,77.9,161.38
1705,2019-09-01,69.17,168.05
1706,2019-09-02,77.04,169.32
1707,2019-09-03,80.03,169.06
1708,2019-09-04,81.11,180.7
1709,2019-09-05,81.19,181.7
1710,2019-09-06,81.69,173.46
1711,2019-09-07,78.71,166.85
1712,2019-09-08,72.68,167.43
1713,2019-09-09,79.53,167.3
1714,2019-09-10,83.59,166.34
1715,2019-09-11,81.75,164.68
1716,2019-09-12,72.48,165.9
1717,2019-09-13,67.32,163.48
1718,2019-09-14,68.7,168.55
1719,2019-09-15,71.1,166.6
1720,2019-09-16,78.81,168.8
1721,2019-09-17,82.0,167.1
1722,2019-09-18,81.87,167.77
1723,2019-09-19,80.11,167.11
1724,2019-09-20,80.22,167.03
1725,2019-09-21,79.67,158.94
1726,2019-09-22,76.81,164.08
1727,2019-09-23,80.75,168.43
1728,2019-09-24,80.29,167.83
1729,2019-09-25,81.14,166.66
1730,2019-09-26,81.36,167.82
1731,2019-09-27,82.24,161.72
1732,2019-09-28,80.08,167.86
1733,2019-09-29,77.54,161.98
1734,2019-09-30,81.34,167.6
1735,2019-10-01,93.23,170.75
1736,2019-10-02,92.86,168.01
1737,2019-10-03,92.65,166.95
1738,2019-10-04,90.1,168.94
1739,2019-10-05,89.7,169.4
1740,2019-10-06,73.39,170.99
1741,2019-10-07,90.04,164.39
1742,2019-10-08,94.18,170.77
1743,2019-10-09,89.3,168.72
1744,2019-10-10,87.78,166.69
1745,2019-10-11,88.67,158.37
1746,2019-10-12,88.17,172.52
1747,2019-10-13,71.71,166.51
1748,2019-10-14,85.06,161.0
1749,2019-10-15,90.29,166.74
1750,2019-10-16,91.0,166.46
1751,2019-10-17,91.06,163.73
1752,2019-10-18,90.36,162.1
1753,2019-10-19,80.75,146.69
1754,2019-10-20,65.62,161.69
1755,2019-10-21,85.01,158.68
1756,2019-10-22,89.57,162.16
1757,2019-10-23,89.54,150.39
1758,2019-10-24,90.39,154.91
1759,2019-10-25,90.94,160.69
1760,2019-10-26,86.88,140.82
1761,2019-10-27,70.33,148.24
1762,2019-10-28,85.96,157.74
1763,2019-10-29,89.71,165.8
1764,2019-10-30,91.71,145.03
1765,2019-10-31,92.04,155.29
1766,2019-11-01,81.36,154.36
1767,2019-11-02,76.85,150.42
1768,2019-11-03,68.37,132.54
1769,2019-11-04,79.92,154.57
1770,2019-11-05,81.97,162.17
1771,2019-11-06,82.06,166.34
1772,2019-11-07,81.84,167.18
1773,2019-11-08,82.44,164.59
1774,2019-11-09,79.81,158.2
1775,2019-11-10,75.06,153.95
1776,2019-11-11,79.71,162.04
1777,2019-11-12,81.78,157.91
1778,2019-11-13,82.01,132.13
1779,2019-11-14,82.73,139.1
1780,2019-11-15,82.57,163.85
1781,2019-11-16,79.57,165.92
1782,2019-11-17,75.5,162.87
1783,2019-11-18,81.49,165.05
1784,2019-11-19,82.94,161.75
1785,2019-11-20,83.94,162.0
1786,2019-11-21,83.8,149.04
1787,2019-11-22,83.13,153.25
1788,2019-11-23,81.96,136.62
1789,2019-11-24,79.41,130.44
1790,2019-11-25,81.49,163.62
1791,2019-11-26,83.98,160.66
1792,2019-11-27,84.25,150.38
1793,2019-11-28,83.71,137.97
1794,2019-11-29,83.09,142.01
1795,2019-11-30,80.01,137.03
1796,2019-12-01,81.41,169.78
1797,2019-12-02,84.14,145.26
1798,2019-12-03,84.34,139.33
1799,2019-12-04,84.9,137.73
1800,2019-12-05,84.85,147.1
1801,2019-12-06,84.73,164.24
1802,2019-12-07,82.39,160.68
1803,2019-12-08,80.83,151.54
1804,2019-12-09,84.62,153.32
1805,2019-12-10,85.04,145.43
1806,2019-12-11,85.46,148.62
1807,2019-12-12,84.86,141.82
1808,2019-12-13,84.57,122.79
1809,2019-12-14,82.11,107.72
1810,2019-12-15,80.5,109.63
1811,2019-12-16,85.48,124.52
1812,2019-12-17,84.91,107.8
1813,2019-12-18,84.95,113.87
1814,2019-12-19,84.64,115.52
1815,2019-12-20,84.86,113.8
1816,2019-12-21,82.37,104.44
1817,2019-12-22,80.76,99.62
1818,2019-12-23,84.16,99.13
1819,2019-12-24,84.56,130.21
1820,2019-12-25,81.53,91.86
1821,2019-12-26,84.7,98.85
1822,2019-12-27,84.66,138.92
1823,2019-12-28,81.98,131.05
1824,2019-12-29,80.63,121.39
1825,2019-12-30,84.46,111.14
1826,2019-12-31,82.86,121.19
1827,2020-01-01,81.46,107.36
1828,2020-01-02,85.51,120.82
1829,2020-01-03,85.63,115.41
1830,2020-01-04,83.26,111.94
1831,2020-01-05,81.95,115.54
1832,2020-01-06,85.24,114.33
1833,2020-01-07,85.88,88.47
1834,2020-01-08,86.24,88.71
1835,2020-01-09,86.1,109.34
1836,2020-01-10,85.72,113.74
1837,2020-01-11,83.39,109.24
1838,2020-01-12,82.42,95.92
1839,2020-01-13,85.7,131.02
1840,2020-01-14,86.48,107.74
1841,2020-01-15,86.21,114.96
1842,2020-01-16,86.62,123.36
1843,2020-01-17,86.41,106.64
1844,2020-01-18,83.82,106.0
1845,2020-01-19,82.35,106.77
1846,2020-01-20,85.82,112.4
1847,2020-01-21,86.01,123.61
1848,2020-01-22,85.72,126.0
1849,2020-01-23,84.65,111.6
1850,2020-01-24,78.66,95.86
1851,2020-01-25,73.55,99.77
1852,2020-01-26,76.6,88.38
1853,2020-01-27,80.42,94.07
1854,2020-01-28,84.06,103.05
1855,2020-01-29,85.85,109.21
1856,2020-01-30,85.85,112.85
1857,2020-01-31,85.11,117.22
1858,2020-02-01,80.38,145.08
1859,2020-02-02,79.13,105.99
1860,2020-02-03,82.29,116.21
1861,2020-02-04,83.16,121.4
1862,2020-02-05,83.28,114.89
1863,2020-02-06,83.43,120.97
1864,2020-02-07,82.78,123.62
1865,2020-02-08,80.99,93.72
1866,2020-02-09,80.0,93.66
1867,2020-02-10,82.95,113.48
1868,2020-02-11,82.39,121.86
1869,2020-02-12,83.06,109.97
1870,2020-02-13,82.6,111.64
1871,2020-02-14,81.96,103.99
1872,2020-02-15,79.39,97.63
1873,2020-02-16,78.41,85.7
1874,2020-02-17,82.13,85.15
1875,2020-02-18,82.2,115.3
1876,2020-02-19,81.98,127.68
1877,2020-02-20,82.12,116.47
1878,2020-02-21,81.96,137.03
1879,2020-02-22,80.38,93.11
1880,2020-02-23,77.96,120.64
1881,2020-02-24,81.82,88.62
1882,2020-02-25,82.46,88.74
1883,2020-02-26,81.49,99.48
1884,2020-02-27,82.21,103.72
1885,2020-02-28,81.74,124.59
1886,2020-02-29,78.83,114.51
1887,2020-03-01,79.01,95.31
1888,2020-03-02,83.36,94.48
1889,2020-03-03,83.57,106.85
1890,2020-03-04,83.92,87.07
1891,2020-03-05,85.17,102.69
1892,2020-03-06,84.08,113.25
1893,2020-03-07,81.91,104.61
1894,2020-03-08,81.45,90.18
1895,2020-03-09,83.43,93.23
1896,2020-03-10,84.14,87.07
1897,2020-03-11,84.4,102.5
1898,2020-03-12,83.95,114.02
1899,2020-03-13,84.47,97.6
1900,2020-03-14,82.54,93.38
1901,2020-03-15,80.81,90.06
1902,2020-03-16,83.41,129.39
1903,2020-03-17,83.16,122.75
1904,2020-03-18,82.68,127.3
1905,2020-03-19,83.79,98.71
1906,2020-03-20,83.8,115.6
1907,2020-03-21,81.69,113.12
1908,2020-03-22,81.15,121.06
1909,2020-03-23,83.65,127.58
1910,2020-03-24,83.66,130.02
1911,2020-03-25,82.8,115.76
1912,2020-03-26,83.63,112.05
1913,2020-03-27,84.08,95.49
1914,2020-03-28,81.63,126.56
1915,2020-03-29,80.3,133.76
1916,2020-03-30,82.92,149.84
1917,2020-03-31,83.41,129.67
1918,2020-04-01,78.26,103.77
1919,2020-04-02,78.54,124.76
1920,2020-04-03,78.31,117.84
1921,2020-04-04,67.27,98.3
1922,2020-04-05,64.13,83.48
1923,2020-04-06,76.6,124.51
1924,2020-04-07,78.33,125.01
1925,2020-04-08,78.63,125.72
1926,2020-04-09,78.62,131.84
1927,2020-04-10,78.1,132.1
1928,2020-04-11,72.62,146.26
1929,2020-04-12,63.37,108.81
1930,2020-04-13,77.51,106.6
1931,2020-04-14,79.23,131.06
1932,2020-04-15,78.76,146.15
1933,2020-04-16,79.25,106.1
1934,2020-04-17,81.15,101.41
1935,2020-04-18,78.01,125.79
1936,2020-04-19,66.44,137.23
1937,2020-04-20,77.89,124.68
1938,2020-04-21,79.5,95.35
1939,2020-04-22,79.4,140.42
1940,2020-04-23,78.78,152.09
1941,2020-04-24,77.34,171.41
1942,2020-04-25,61.71,142.22
1943,2020-04-26,58.44,184.07
1944,2020-04-27,73.15,183.84
1945,2020-04-28,73.61,187.98
1946,2020-04-29,70.59,143.61
1947,2020-04-30,69.85,83.45
1948,2020-05-01,64.79,90.9
1949,2020-05-02,61.14,87.19
1950,2020-05-03,63.38,122.29
1951,2020-05-04,72.19,105.27
1952,2020-05-05,66.94,124.66
1953,2020-05-06,73.09,149.9
1954,2020-05-07,78.25,123.61
1955,2020-05-08,79.01,102.19
1956,2020-05-09,71.89,86.75
1957,2020-05-10,64.09,92.97
1958,2020-05-11,80.44,131.47
1959,2020-05-12,77.97,103.17
1960,2020-05-13,76.95,111.68
1961,2020-05-14,76.31,100.46
1962,2020-05-15,74.64,102.38
1963,2020-05-16,59.53,121.19
1964,2020-05-17,59.34,116.82
1965,2020-05-18,75.31,98.98
1966,2020-05-19,77.24,89.83
1967,2020-05-20,78.03,108.52
1968,2020-05-21,76.23,112.59
1969,2020-05-22,72.42,112.51
1970,2020-05-23,58.76,103.0
1971,2020-05-24,60.44,102.89
1972,2020-05-25,67.76,159.04
1973,2020-05-26,68.69,138.9
1974,2020-05-27,71.74,118.12
1975,2020-05-28,70.83,116.45
1976,2020-05-29,70.59,131.17
1977,2020-05-30,61.68,112.72
1978,2020-05-31,61.35,136.45
1979,2020-06-01,69.77,118.87
1980,2020-06-02,65.67,101.65
1981,2020-06-03,70.39,119.92
1982,2020-06-04,70.71,122.33
1983,2020-06-05,71.44,119.01
1984,2020-06-06,60.3,131.86
1985,2020-06-07,62.22,111.79
1986,2020-06-08,71.39,100.56
1987,2020-06-09,73.63,106.17
1988,2020-06-10,75.7,111.2
1989,2020-06-11,75.17,116.89
1990,2020-06-12,76.46,124.06
1991,2020-06-13,64.63,88.35
1992,2020-06-14,63.18,87.64
1993,2020-06-15,74.79,92.96
1994,2020-06-16,74.76,123.19
1995,2020-06-17,74.18,135.91
1996,2020-06-18,72.76,115.46
1997,2020-06-19,73.85,92.18
1998,2020-06-20,62.98,89.28
1999,2020-06-21,61.59,80.93
2000,2020-06-22,73.13,91.69
2001,2020-06-23,72.97,91.38
2002,2020-06-24,73.9,90.57
2003,2020-06-25,74.65,91.86
2004,2020-06-26,74.27,93.14
2005,2020-06-27,63.39,97.04
2006,2020-06-28,62.01,96.57
2007,2020-06-29,73.73,93.34
2008,2020-06-30,72.6,81.29
2009,2020-07-01,72.56,100.59
2010,2020-07-02,72.89,95.62
2011,2020-07-03,73.24,95.69
2012,2020-07-04,60.66,90.71
2013,2020-07-05,59.51,87.19
2014,2020-07-06,71.64,108.58
2015,2020-07-07,72.33,98.14
2016,2020-07-08,73.06,100.49
2017,2020-07-09,72.97,106.23
2018,2020-07-10,72.97,96.53
2019,2020-07-11,62.29,96.2
2020,2020-07-12,61.87,86.74
2021,2020-07-13,71.66,88.13
2022,2020-07-14,70.71,83.87
2023,2020-07-15,71.38,93.77
2024,2020-07-16,71.83,93.46
2025,2020-07-17,72.65,93.14
2026,2020-07-18,64.49,96.89
2027,2020-07-19,61.29,85.72
2028,2020-07-20,74.46,90.25
2029,2020-07-21,74.03,96.05
2030,2020-07-22,74.94,96.61
2031,2020-07-23,75.44,90.76
2032,2020-07-24,76.08,93.66
2033,2020-07-25,67.94,84.78
2034,2020-07-26,61.95,92.07
2035,2020-07-27,74.25,96.07
2036,2020-07-28,74.72,105.56
2037,2020-07-29,75.22,120.71
2038,2020-07-30,75.07,119.87
2039,2020-07-31,74.97,129.78
2040,2020-08-01,57.01,89.85
2041,2020-08-02,57.12,78.16
2042,2020-08-03,58.15,72.6
2043,2020-08-04,59.7,88.28
2044,2020-08-05,60.65,72.33
2045,2020-08-06,61.78,101.34
2046,2020-08-07,61.73,96.24
2047,2020-08-08,57.66,83.73
2048,2020-08-09,58.07,75.83
2049,2020-08-10,62.62,132.49
2050,2020-08-11,63.44,118.6
2051,2020-08-12,62.21,147.15
2052,2020-08-13,63.05,128.67
2053,2020-08-14,65.21,125.73
2054,2020-08-15,61.09,118.7
2055,2020-08-16,58.8,115.65
2056,2020-08-17,62.81,146.2
2057,2020-08-18,65.34,157.49
2058,2020-08-19,65.07,132.1
2059,2020-08-20,65.6,132.18
2060,2020-08-21,64.85,157.74
2061,2020-08-22,61.56,175.48
2062,2020-08-23,58.58,156.56
2063,2020-08-24,64.09,133.79
2064,2020-08-25,65.5,119.19
2065,2020-08-26,65.97,77.41
2066,2020-08-27,65.75,117.58
2067,2020-08-28,65.94,124.02
2068,2020-08-29,61.65,137.16
2069,2020-08-30,58.45,133.43
2070,2020-08-31,63.98,141.98
2071,2020-09-01,57.6,146.33
2072,2020-09-02,57.09,102.28
2073,2020-09-03,56.12,109.31
2074,2020-09-04,57.6,125.57
2075,2020-09-05,55.16,127.62
2076,2020-09-06,53.85,81.88
2077,2020-09-07,57.01,85.71
2078,2020-09-08,56.32,125.68
2079,2020-09-09,55.51,109.27
2080,2020-09-10,56.33,124.55
2081,2020-09-11,55.95,128.38
2082,2020-09-12,54.81,122.13
2083,2020-09-13,52.86,106.29
2084,2020-09-14,56.23,125.75
2085,2020-09-15,55.97,145.29
2086,2020-09-16,55.96,159.45
2087,2020-09-17,55.99,155.88
2088,2020-09-18,56.06,144.01
2089,2020-09-19,54.49,126.47
2090,2020-09-20,52.51,78.94
2091,2020-09-21,56.48,81.51
2092,2020-09-22,55.66,62.25
2093,2020-09-23,55.61,62.26
2094,2020-09-24,56.0,68.88
2095,2020-09-25,56.25,60.83
2096,2020-09-26,53.32,62.9
2097,2020-09-27,51.89,60.28
2098,2020-09-28,54.71,66.4
2099,2020-09-29,54.19,62.75
2100,2020-09-30,50.9,63.83
2101,2020-10-01,48.52,61.89
2102,2020-10-02,48.94,62.06
2103,2020-10-03,49.02,55.22
2104,2020-10-04,49.27,55.46
2105,2020-10-05,51.91,56.23
2106,2020-10-06,51.59,54.24
2107,2020-10-07,50.91,54.45
2108,2020-10-08,51.17,54.12
2109,2020-10-09,50.2,54.95
2110,2020-10-10,49.09,56.26
2111,2020-10-11,48.68,63.43
2112,2020-10-12,50.25,56.18
2113,2020-10-13,50.14,53.94
2114,2020-10-14,50.33,54.22
2115,2020-10-15,50.25,61.15
2116,2020-10-16,50.63,54.82
2117,2020-10-17,49.26,55.67
2118,2020-10-18,49.05,55.87
2119,2020-10-19,50.19,55.71
2120,2020-10-20,50.29,54.79
2121,2020-10-21,50.52,63.82
2122,2020-10-22,50.76,55.26
2123,2020-10-23,53.2,55.45
2124,2020-10-24,49.14,56.76
2125,2020-10-25,49.37,88.86
2126,2020-10-26,50.33,143.22
2127,2020-10-27,50.66,147.13
2128,2020-10-28,50.9,134.03
2129,2020-10-29,50.3,58.23
2130,2020-10-30,50.69,54.21
2131,2020-10-31,49.21,56.14
2132,2020-11-01,48.16,56.23
2133,2020-11-02,49.99,54.41
2134,2020-11-03,49.78,53.44
2135,2020-11-04,49.73,55.46
2136,2020-11-05,50.25,56.96
2137,2020-11-06,50.1,56.96
2138,2020-11-07,48.12,55.09
2139,2020-11-08,47.92,54.63
2140,2020-11-09,49.77,54.85
2141,2020-11-10,50.01,54.83
2142,2020-11-11,49.91,56.93
2143,2020-11-12,49.8,59.58
2144,2020-11-13,50.32,55.32
2145,2020-11-14,48.45,55.0
2146,2020-11-15,48.53,90.41
2147,2020-11-16,49.66,114.89
2148,2020-11-17,50.15,84.51
2149,2020-11-18,49.96,54.47
2150,2020-11-19,50.26,57.17
2151,2020-11-20,49.99,66.72
2152,2020-11-21,48.59,102.93
2153,2020-11-22,48.64,89.44
2154,2020-11-23,50.48,66.94
2155,2020-11-24,50.46,108.93
2156,2020-11-25,50.5,59.78
2157,2020-11-26,50.39,61.54
2158,2020-11-27,50.11,54.07
2159,2020-11-28,48.67,54.12
2160,2020-11-29,48.43,53.18
2161,2020-11-30,50.58,59.09
2162,2020-12-01,67.74,87.66
2163,2020-12-02,67.6,74.32
2164,2020-12-03,68.06,77.74
2165,2020-12-04,68.74,75.85
2166,2020-12-05,65.21,78.3
2167,2020-12-06,63.56,78.83
2168,2020-12-07,67.84,78.46
2169,2020-12-08,67.17,77.56
2170,2020-12-09,68.3,85.82
2171,2020-12-10,67.52,81.13
2172,2020-12-11,67.86,81.57
2173,2020-12-12,64.44,74.8
2174,2020-12-13,64.97,70.55
2175,2020-12-14,67.46,80.14
2176,2020-12-15,67.92,107.06
2177,2020-12-16,68.18,108.0
2178,2020-12-17,68.15,88.6
2179,2020-12-18,68.58,81.11
2180,2020-12-19,66.13,76.33
2181,2020-12-20,64.32,84.92
2182,2020-12-21,67.9,90.6
2183,2020-12-22,67.79,87.38
2184,2020-12-23,67.44,92.78
2185,2020-12-24,68.03,74.0
2186,2020-12-25,65.11,80.81
2187,2020-12-26,64.31,77.59
2188,2020-12-27,64.76,74.01
2189,2020-12-28,67.46,76.83
2190,2020-12-29,67.27,74.96
2191,2020-12-30,66.78,69.73
2192,2020-12-31,66.73,76.42
2193,2021-01-01,67.03,73.98
2194,2021-01-02,67.77,86.58
2195,2021-01-03,67.25,110.85
2196,2021-01-04,70.34,90.73
2197,2021-01-05,71.9,81.97
2198,2021-01-06,72.07,82.06
2199,2021-01-07,72.69,80.82
2200,2021-01-08,72.6,83.36
2201,2021-01-09,71.22,81.2
2202,2021-01-10,68.47,94.53
2203,2021-01-11,72.86,100.18
2204,2021-01-12,74.29,91.47
2205,2021-01-13,73.15,82.18
2206,2021-01-14,72.11,90.6
2207,2021-01-15,70.44,79.14
2208,2021-01-16,68.36,78.92
2209,2021-01-17,68.48,99.44
2210,2021-01-18,70.73,84.95
2211,2021-01-19,71.84,124.09
2212,2021-01-20,71.73,100.86
2213,2021-01-21,71.26,104.17
2214,2021-01-22,70.99,83.5
2215,2021-01-23,68.55,76.33
2216,2021-01-24,66.84,75.23
2217,2021-01-25,69.49,76.05
2218,2021-01-26,69.82,75.26
2219,2021-01-27,70.65,82.68
2220,2021-01-28,70.3,74.59
2221,2021-01-29,71.62,96.22
2222,2021-01-30,68.49,89.66
2223,2021-01-31,65.44,80.15
2224,2021-02-01,74.89,88.15
2225,2021-02-02,76.16,100.37
2226,2021-02-03,77.07,105.15
2227,2021-02-04,76.7,101.8
2228,2021-02-05,76.16,106.67
2229,2021-02-06,73.69,87.93
2230,2021-02-07,72.02,85.32
2231,2021-02-08,77.86,96.06
2232,2021-02-09,77.85,106.34
2233,2021-02-10,75.35,109.14
2234,2021-02-11,71.08,96.86
2235,2021-02-12,64.78,89.8
2236,2021-02-13,70.62,96.22
2237,2021-02-14,70.99,88.73
2238,2021-02-15,75.79,80.5
2239,2021-02-16,77.94,85.91
2240,2021-02-17,78.26,81.02
2241,2021-02-18,79.11,88.6
2242,2021-02-19,78.02,90.14
2243,2021-02-20,75.19,80.91
2244,2021-02-21,72.62,78.27
2245,2021-02-22,77.54,80.67
2246,2021-02-23,76.04,93.46
2247,2021-02-24,76.17,97.79
2248,2021-02-25,75.53,84.52
2249,2021-02-26,76.17,81.07
2250,2021-02-27,73.13,108.93
2251,2021-02-28,70.72,105.59
2252,2021-03-01,80.99,106.59
2253,2021-03-02,83.61,104.82
2254,2021-03-03,84.68,141.03
2255,2021-03-04,84.98,163.28
2256,2021-03-05,84.16,152.11
2257,2021-03-06,83.32,168.24
2258,2021-03-07,81.38,169.83
2259,2021-03-08,84.96,175.48
2260,2021-03-09,84.02,171.86
2261,2021-03-10,84.19,151.33
2262,2021-03-11,84.21,166.74
2263,2021-03-12,84.39,151.92
2264,2021-03-13,83.36,142.92
2265,2021-03-14,81.72,101.45
2266,2021-03-15,84.39,91.45
2267,2021-03-16,83.94,97.15
2268,2021-03-17,84.0,107.74
2269,2021-03-18,84.06,104.74
2270,2021-03-19,83.7,107.14
2271,2021-03-20,83.62,88.79
2272,2021-03-21,81.61,85.98
2273,2021-03-22,83.94,89.39
2274,2021-03-23,84.31,109.13
2275,2021-03-24,84.73,106.79
2276,2021-03-25,84.26,130.96
2277,2021-03-26,84.09,136.39
2278,2021-03-27,83.74,94.34
2279,2021-03-28,81.7,91.89
2280,2021-03-29,84.61,120.38
2281,2021-03-30,84.79,111.95
2282,2021-03-31,84.11,102.52
2283,2021-04-01,75.58,121.47
2284,2021-04-02,75.91,82.96
2285,2021-04-03,74.04,98.88
2286,2021-04-04,72.97,91.76
2287,2021-04-05,77.63,107.12
2288,2021-04-06,77.42,83.79
2289,2021-04-07,77.53,91.48
2290,2021-04-08,77.91,117.64
2291,2021-04-09,76.79,133.24
2292,2021-04-10,74.97,130.73
2293,2021-04-11,73.8,130.0
2294,2021-04-12,77.19,79.16
2295,2021-04-13,76.96,123.88
2296,2021-04-14,76.77,125.85
2297,2021-04-15,76.97,133.2
2298,2021-04-16,76.9,108.16
2299,2021-04-17,74.34,81.6
2300,2021-04-18,72.93,99.15
2301,2021-04-19,75.35,139.13
2302,2021-04-20,76.13,138.89
2303,2021-04-21,76.41,140.84
2304,2021-04-22,76.13,140.74
2305,2021-04-23,75.68,136.08
2306,2021-04-24,74.76,103.37
2307,2021-04-25,72.96,95.95
2308,2021-04-26,77.09,94.62
2309,2021-04-27,76.94,86.59
2310,2021-04-28,76.41,116.32
2311,2021-04-29,76.02,99.7
2312,2021-04-30,76.42,90.35
2313,2021-05-01,79.06,84.31
2314,2021-05-02,77.77,97.1
2315,2021-05-03,80.56,95.17
2316,2021-05-04,81.75,85.31
2317,2021-05-05,78.14,89.33
2318,2021-05-06,80.33,90.82
2319,2021-05-07,80.13,118.75
2320,2021-05-08,77.21,102.11
2321,2021-05-09,73.0,109.65
2322,2021-05-10,81.08,107.01
2323,2021-05-11,80.13,107.82
2324,2021-05-12,79.96,91.89
2325,2021-05-13,80.34,100.68
2326,2021-05-14,79.86,94.91
2327,2021-05-15,79.33,93.69
2328,2021-05-16,72.3,91.41
2329,2021-05-17,76.77,92.34
2330,2021-05-18,79.78,94.07
2331,2021-05-19,78.3,92.33
2332,2021-05-20,79.1,88.89
2333,2021-05-21,80.18,86.18
2334,2021-05-22,78.48,89.42
2335,2021-05-23,78.45,91.69
2336,2021-05-24,81.21,95.09
2337,2021-05-25,80.94,88.33
2338,2021-05-26,80.68,88.98
2339,2021-05-27,80.57,93.01
2340,2021-05-28,80.77,98.76
2341,2021-05-29,76.08,102.79
2342,2021-05-30,70.28,89.96
2343,2021-05-31,79.67,106.02
2344,2021-06-01,84.05,137.01
2345,2021-06-02,83.81,105.31
2346,2021-06-03,84.46,110.12
2347,2021-06-04,83.39,116.96
2348,2021-06-05,80.66,96.23
2349,2021-06-06,73.79,93.24
2350,2021-06-07,83.96,95.96
2351,2021-06-08,82.67,97.49
2352,2021-06-09,82.18,96.73
2353,2021-06-10,83.27,106.57
2354,2021-06-11,82.84,161.3
2355,2021-06-12,79.04,162.57
2356,2021-06-13,71.42,154.46
2357,2021-06-14,80.88,132.75
2358,2021-06-15,84.38,92.3
2359,2021-06-16,85.04,123.27
2360,2021-06-17,85.05,146.89
2361,2021-06-18,84.19,155.86
